brand,model,category
HP,HPE Aruba 2920 48G Switch J9728A,Network
HP,HPE Aruba 2920 Switch Series,Network
HP,HPE Aruba 2920-48G-POE+ 740W Switch J9836A,Network
HP,HPE Aruba 2930F 24G 4SFP,Network
HP,HPE Aruba 2930F 24G 4SFP Switch JL259A,Network
HP,HPE Aruba 2930F 24G 4SFP+,Network
HP,HPE Aruba 2930F 24G 4SFP+ Switch JL253A,Network
HP,HPE Aruba 2930F 24G PoE+,Network
HP,HPE Aruba 2930F 24G PoE+ 4SFP,Network
HP,HPE Aruba 2930F 24G PoE+ 4SFP Switch JL261A,Network
HP,HPE Aruba 2930F 24G PoE+ 4SFP+ Switch JL255A,Network
HP,HPE Aruba 2930F 48G 4SFP,Network
HP,HPE Aruba 2930F 48G 4SFP Switch JL260A,Network
HP,HPE Aruba 2930F 48G 4SFP+,Network
HP,HPE Aruba 2930F 48G 4SFP+ Switch JL254A,Network
HP,HPE Aruba 2930F 48G PoE+,Network
HP,HPE Aruba 2930F 48G PoE+ 4SFP,Network
HP,HPE Aruba 2930F 48G PoE+ 4SFP Switch JL262A,Network
HP,HPE Aruba 2930F 48G PoE+ 4SFP+ Switch JL256A,Network
HP,HPE Aruba 2930F 8G PoE+ 2SFP+,Network
HP,HPE Aruba 2930F 8G PoE+ 2SFP+ Switch JL258A,Network
HP,HPE Aruba 2930F Switch Series,Network
HP,HPE Aruba 300 Series,Network
HP,HPE Aruba 310 Series,Network
HP,HPE Aruba 320 Series,Network
HP,HPE Aruba 330 Series,Network
HP,HPE Aruba 360 Series,Network
HP,HPE Aruba 3800 24G 2SFP+,Network
HP,HPE Aruba 3800 24G PoE+ 2SFP+,Network
HP,HPE Aruba 3800 24SFP 2SFP+,Network
HP,HPE Aruba 3800 48G 4SFP+,Network
HP,HPE Aruba 3800 48G PoE+ 4SFP+,Network
HP,HPE Aruba 3810 Switch Series,Network
HP,HPE Aruba 3810M 16SFP+,Network
HP,HPE Aruba 3810M 16SFP+ 2-slot Switch JL075A,Network
HP,HPE Aruba 3810M 24G,Network
HP,HPE Aruba 3810M 24G 1-slot Switch JL071A,Network
HP,HPE Aruba 3810M 24G PoE+,Network
HP,HPE Aruba 3810M 24G PoE+ 1-slot Switch JL073A,Network
HP,HPE Aruba 3810M 24SFP+ 250W Switch JL430A,Network
HP,HPE Aruba 3810M 40G 8 HPE Smart Rate PoE+ 1-slot Switch JL076A,Network
HP,HPE Aruba 3810M 40G 8SR PoE+,Network
HP,HPE Aruba 3810M 48G,Network
HP,HPE Aruba 3810M 48G 1-slot Switch JL072A,Network
HP,HPE Aruba 3810M 48G PoE+,Network
HP,HPE Aruba 3810M 48G PoE+ 1-slot Switch JL074A,Network
HP,HPE Aruba 3810M 48G PoE+ 4SFP+ 1050W Switch JL429A,Network
HP,HPE Aruba 3810M 48G PoE+ 4SFP+ 680W Switch JL428A,Network
HP,HPE Aruba 7005 Mobility Controller,Network
HP,HPE Aruba 7008 Mobility Controller,Network
HP,HPE Aruba 7010 Mobility Controller,Network
HP,HPE Aruba 7024 Mobility Controller,Network
HP,HPE Aruba 7030 Mobility Controller,Network
HP,HPE Aruba 7205 Mobility Controller,Network
HP,HPE Aruba 7210 Mobility Controller,Network
HP,HPE Aruba 7220 Mobility Controller,Network
HP,HPE Aruba 7240 Mobility Controller,Network
HP,HPE Aruba AP-103H,Network
HP,HPE Aruba AP-203H,Network
HP,HPE Aruba AP-203R,Network
HP,HPE Aruba AP-205H,Network
HP,HPE Aruba AP-228,Network
HP,HPE Aruba AP-303H,Network
HP,HPE Aruba Instant 205 Wireless Access Point,Network
HP,HPE Aruba Instant 215 Wireless Access Point,Network
HP,HPE Aruba Instant 310 Wireless Access Point,Network
HP,HPE Aruba Instant 325 Wireless Access Point,Network
HP,HPE Aruba Mobility Master,Network
HP,HPE Aruba RAP-100 Series,Network
HP,HPE Aruba RAP-3,Network
HP,HPE Aruba Virtual Mobility Controller,Network
HP,HPE BladeSystem c3000 Enclosures,Appliances
HP,HPE BladeSystem c7000 Enclosures,Appliances
HP,HPE BLc3000 Platinum Enclosure 696908-B21,Appliances
HP,HPE BLc3000 Platinum Enclosure 696909-B21,Appliances
HP,HPE BLc7000 Platinum Enclosure 681840-B21,Appliances
HP,HPE BLc7000 Platinum Enclosure 681842-B21,Appliances
HP,HPE BLc7000 Platinum Enclosure 763850-B21,Appliances
HP,HPE Converged Architecture 700,Appliances
HP,HPE ConvergedSystem 700,Appliances
HP,HPE D3600 Enclosure QW968A,Storage
HP,HPE D3600 w/12 4TB 12G SAS 7.2K LFF (3.5in) Midline Smart Carrier HDD 48TB Bundle M0S80A,Storage
HP,HPE D3600 w/12 6TB 12G SAS 7.2K LFF (3.5in) Midline Smart Carrier HDD 72TB Bundle M0S81A,Storage
HP,HPE D3600 w/12 8TB 12G SAS 7.2K LFF (3.5in) Midline Smart Carrier HDD 96TB Bundle M0S82A,Storage
HP,HPE D3700 Enclosure QW967A,Storage
HP,HPE D3700 w/25 1.2TB 12G SAS 10K SFF (2.5in) Enterprise Smart Carrier HDD 30TB Bundle M0S86A,Storage
HP,HPE D3700 w/25 1.8TB 12G SAS 10K SFF (2.5in) Enterprise Smart Carrier HDD 45TB Bundle M0S87A,Storage
HP,HPE D3700 w/25 1TB 6G SAS 7.2K SFF (2.5in) Midline Smart Carrier HDD 25TB Bundle M0S88A,Storage
HP,HPE D3700 w/25 2TB 12G SAS 7.2K SFF (2.5in) Midline Smart Carrier HDD 50TB Bundle M0S89A,Storage
HP,HPE D3700 w/25 300GB 12G SAS 10K SFF (2.5in) Enterprise Smart Carrier HDD 7.5TB Bundle M0S83A,Storage
HP,HPE D3700 w/25 300GB 12G SAS 15K SFF (2.5in) ENT SC HDD 7.5TB Bundle K2Q10A,Storage
HP,HPE D3700 w/25 600GB 12G SAS 10K SFF (2.5in) Enterprise Smart Carrier HDD 15TB Bundle M0S84A,Storage
HP,HPE D3700 w/25 600GB 12G SAS 15K SFF (2.5in) ENT SC HDD 15TB Bundle K2Q11A,Storage
HP,HPE D3700 w/25 900GB 12G SAS 10K SFF (2.5in) Enterprise Smart Carrier HDD 22.5TB Bundle M0S85A,Storage
HP,HPE D6020 Enclosure with Dual I/O Modules K2Q28A,Storage
HP,HPE D6020 w/35 4TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 140TB Bundle K2Q24A,Storage
HP,HPE D6020 w/35 6TB 12G SAS 7.2K LFF (3.5in) Dual Port Midline HDD 210TB Bundle K2Q26A,Storage
