Doc currency,USD,,,,,,,,,
,,,,,,,,,,
A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price
,,,Office 365 Advanced eDiscovery (Government Pricing),c11d32d0-7943-4137-9fcc-40797c9bea85,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,6.40,8.00
,,,Office 365 Advanced Security Management (Government Pricing),8777f87a-aad2-44d8-a8bf-3bd7f5bde155,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,2.40,3.00
,,,Office 365 Enterprise E1 (Government Pricing),cfc69058-5106-40bd-81e4-44e0e29034b2,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,6.40,8.00
,,,Office 365 Enterprise E3 (Government Pricing),6b551829-de8c-41e5-8678-41d52c27aee8,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,16.00,20.00
,,,Office 365 Enterprise E4 (Government Pricing),379dc555-ddcb-4ccb-bebf-37437333e278,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,17.60,22.00
,,,Office 365 Enterprise E5 (Government Pricing),0f797c58-3b74-40a8-bfa5-383440a99445,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,28.40,35.00
,,,Office 365 Enterprise E5 without PSTN Conferencing (Government Pricing),c4158aa7-00e7-4ce1-9cf3-3cf8321f377a,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,26.40,33.00
,,,Office 365 Enterprise E5 without PSTN Conferencing (Government Pricing),8ba3fd99-cd7c-48b0-811b-e78f7a4a1b32,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,28.00,35.00
,,,Office 365 Exchange Online Protection (Goverment Pricing),0cca44d6-68e9-4762-94ee-31ece98783b9,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,0.80,1.00
,,,Office 365 F1 (Government Pricing),6ce1ccc8-8b18-4e1b-a1c4-f89de9904389,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,3.20,4.00
,,,Office 365 ProPlus (Government Pricing),2b6f895d-dfd3-4fb5-8c8c-1a551c9db59a,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,9.60,12.00
,,,Office 365 Threat Intelligence (Government Pricing),7e614c9d-1738-4bf8-a963-b724cd4b1baa,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,6.40,8.00
,,,OneDrive for Business (Plan 1) (Government Pricing),8f827dc9-5d95-4321-b4b3-a0ee086d02a3,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4.00,5.00
,,,OneDrive for Business (Plan 2) (Government Pricing),e2efc935-4a17-45ee-a643-bb59f1961261,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,8.00,10.00
,,,Power BI Premium P1 (Government Pricing),74d3f73d-cd57-4ec8-bf8a-b2131a20d4d4,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,3996.00,4995.00
,,,Power BI Premium P2 (Government Pricing),66c00255-e2be-4720-ae1e-e71d277c50e1,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,7996.00,9995.00
,,,Power BI Premium P3 (Government Pricing),481a5316-b3bc-4b90-a103-275af1c88507,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,15996.00,19995.00
,,,Power BI Pro (Government Pricing),a6acbc1c-9d2a-482a-abda-dfb9285e301e,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,7.99,10.00
,,,Project Online (Government Pricing),fa86a86a-2266-41ef-91ef-48e31a6200ac,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,26.40,33.00
,,,Project Online Essentials (Government Pricing),af87bced-1900-4bde-9037-9356bc08e235,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,5.60,7.00
,,,Project Online Premium (Government Pricing),405d71a7-d6a0-4e80-b6ed-98d7dba00def,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,44.00,55.00
,,,Project Online Professional (Government Pricing),410fcf83-972a-4ac6-a90b-f8d55b69e26e,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,24.00,30.00
,,,Project Pro for Office 365 (Government Pricing),11e3c9a9-24a2-4cfd-9f60-a9797d68e296,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,20.00,25.00
,,,SharePoint Online (Plan 1) (Government Pricing),708decda-77df-47bb-a682-84748e5ba40f,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4.00,5.00
,,,SharePoint Online (Plan 2) (Government Pricing),9344b43b-3b9d-45ab-8f88-b258a0e7d283,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,8.00,10.00
,,,Skype for Business Cloud PBX (Government Pricing),d6985a19-c58d-4352-88ae-9095d2fe8736,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,6.40,8.00
,,,Skype for Business Online (Plan 1) (Government Pricing),ae1d0798-28fa-4460-8c67-c09b3ac7133d,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,1.60,2.00
,,,Skype for Business Online (Plan 2) (Government Pricing),a6c260a7-545c-42f7-bb27-461c1e131534,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,4.40,5.50
,,,Skype for Business Plus CAL (Government Pricing),65c891ba-418c-41ef-9f18-364ee7d6435c,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,1.60,2.00
,,,Skype for Business PSTN Conferencing (Government Pricing),4ef473f8-b01a-48de-907f-7b20dd495e84,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,4.00,4.00
,,,Skype for Business PSTN Conferencing for E5 without PSTN Conferencing Customers (Government Pricing),a2dbdb89-fcee-48da-b9ac-acb7dd4825fd,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,2.00,2.00
,,,Skype for Business PSTN Domestic (Government Pricing),96b96fd8-b77d-41a4-ae5d-0a6652f454b7,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,12.00,12.00
,,,Skype for Business PSTN Domestic and International Calling (Government Pricing),d97b23b4-627c-41db-8f55-ce342b0db656,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,24.00,24.00
,,,Visio Pro for Office 365 (Government Pricing),b0b0890d-f5bc-404e-898e-7b6932766528,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,10.40,13.00
,,,Yammer Enterprise (Government Pricing),8aa7e78b-b265-4ac6-ada0-14900a8a3f94,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,2.40,3.00
DEL,20170901,99991231,Azure Rights Management for faculty,5ebcbff5-6ecd-41e1-a681-0a991dd864ae,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.00,0.00
,,,Azure Rights Management for students,8942c63e-ae18-4ab5-b9c7-d080d4aa7524,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.00,0.00
,,,Dynamics 365 for Financials Business Edition Trial,75816b01-d6e5-46dc-b2cd-0c6cf7f00761,Corporate,1 Month(s),TRIAL,CLOUD RESELLER CORPORATE,0.00,0.00
,,,Windows 10 Enterprise E5,f7f342b3-177c-41f2-8896-7b06c54fc977,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,11.20,14.00
UNC,20170901,99991231,Additional PSTN numbers to extend Skype for Business features,dedc5004-129a-4d9c-9edc-4d90f120d423,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,Azure Active Directory Basic,84a03d81-6b37-4d66-8d4a-faea24541538,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.80,1.00
,,,Azure Active Directory Basic for Faculty,7da6cd50-24d3-477f-8848-3fad610535f9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.00,0.00
,,,Azure Active Directory Basic for Students,afb11d0e-f236-4915-a38a-53153e27c9ff,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.00,0.00
,,,Azure Active Directory Premium P1,16c9f982-a827-4003-a88e-e75df1927f27,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.80,6.00
,,,Azure Active Directory Premium P1 for Faculty,3e3e9ccc-cdd4-4c7d-8644-336431f50e2b,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.50,0.60
,,,Azure Active Directory Premium P1 for Students,2084c385-65b3-4fac-867b-e9a2e1dde635,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.20,0.30
,,,Azure Active Directory Premium P2,e59159fc-6f67-4599-b3cb-17ff4020f643,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.20,9.00
,,,Azure Active Directory Premium P2 for Faculty,da22b4b5-e211-4e95-905d-fc24ff5a90a9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.75,0.90
,,,Azure Active Directory Premium P2 for Students,190adaa1-f3fc-40d3-94f3-1474ef1629d0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,1.00,1.30
,,,Azure Information Protection Plan 1,648bf77b-1f0a-4911-8066-caf37d67dc72,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Azure Information Protection Premium P1 for Faculty,dbf3d646-ff57-461f-910c-f2a922820475,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.50,0.60
,,,Azure Information Protection Premium P1 for Students,d4a16afd-1d3f-4761-82cb-408a6dbc0f1f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.50,0.60
,,,Azure Information Protection Premium P2,0962a210-418f-4d36-ba9c-4f01c673f57c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,4.00,5.00
,,,Azure Information Protection Premium P2 for Faculty,d10fa413-a055-4196-b18f-a014908c7208,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.88,1.10
,,,Azure Information Protection Premium P2 for Students,edf471ca-1ff8-4378-a057-276ef3b430ba,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.66,0.80
,,,Customer Lockbox,68f6373c-31cb-43f0-bfaa-85f3688f8cfb,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,1.60,2.00
,,,Customer Lockbox for faculty,6a0f8362-ced1-43e7-a39e-7bb4f91f8ef7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.60,0.80
,,,Customer Lockbox for students,5a36abed-7e69-46d3-ab8c-44006e7107e9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.45,0.60
,,,Delve Analytics,45320ec9-9b8e-49d0-b900-f14141a0abd1,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.20,4.00
,,,Delve Analytics for faculty,2eb59242-162a-40ac-bb17-5b658bf8a9c1,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.20,1.50
,,,Delve Analytics for students,262a0187-2979-4c1e-909c-4c3094238264,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.90,1.10
,,,Dyn365 Cloud Add-on From AX Enterprise to Retail,1f36df5a-13ca-483c-b9f1-127f64193cc4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,66.50,95.00
,,,Dyn365 Cloud Add-on From AX Enterprise to Retail for Faculty,8fc1f867-d2e8-410b-a1bb-72d8b54e35e1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,36.58,52.30
,,,Dyn365 Cloud Add-on From AX Enterprise to Retail for Student,8fcec2d6-9908-404a-8dcf-930c5443d024,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,26.60,38.00
,,,Dyn365 Cloud Add-on From AX Enterprise to Talent,f3b0dc86-4b5f-4f5d-860d-c9fcc30d0964,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.00,0.00
,,,Dyn365 Cloud Add-on From AX Enterprise to Talent (Government Pricing),33d5545d-0d3c-46f6-82c9-e0657ceecd82,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,0.00,0.00
,,,Dyn365 Cloud Add-on From AX Enterprise to Talent for Faculty,42a92457-c90c-466a-85a9-9321bfa037a0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.00,0.00
,,,Dyn365 Cloud Add-on From AX Enterprise to Talent for Student,924c03d0-a617-426a-9387-2802e26ecc6e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.00,0.00
,,,Dyn365 Cloud Add-on From AX Functional to Retail,eb148a57-f59a-4864-909b-62a753f7122e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,101.50,145.00
,,,Dyn365 Cloud Add-on From AX Functional to Retail for Faculty,f4b9a211-f3e5-4695-8456-5f60413976eb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,55.83,79.80
,,,Dyn365 Cloud Add-on From AX Functional to Retail for Student,ed463870-0e07-440c-9d29-2e35c734cb69,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,40.60,58.00
,,,Dyn365 Cloud Add-on From AXEnt/Func to Unified Operations Plan (Qualified Offer),d82e1de4-dd2e-4627-9343-ee68c3c8349b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,45.14,64.50
,,,Dyn365 Cloud Add-on From AXEnt/Func to Unified Operations Plan for Faculty (Qualified Offer),50636977-1216-428b-9f37-22ec1ac47de5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,24.83,35.50
,,,Dyn365 Cloud Add-on From AXEnt/Func to Unified Operations Plan for Student (Qualified Offer),bf3903e3-0a25-441e-9ca1-f97930931998,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,18.06,25.80
,,,"Dyn365 for Operations Activity, Enterprise Edition",6130626e-bee0-4e76-8abb-e919b0ec9483,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,35.00,50.00
,,,"Dyn365 for Operations Activity, Enterprise Edition for Faculty",1ec83327-72dd-481c-acc4-87ab518d5a00,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,19.25,27.50
,,,"Dyn365 for Operations Activity, Enterprise Edition for Student",eca4378b-b97e-4f23-ae73-ef01a63293ed,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,14.00,20.00
,,,Dyn365 for Retail FromSA From AX Enterprise/Functional,442e3bb0-2209-4ee2-9282-9b871eb24191,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,101.50,145.00
,,,Dyn365 for Retail FromSA From AX Enterprise/Functional for Faculty,ff407f28-91a0-42eb-b208-380269a5551f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,55.83,79.80
,,,Dyn365 for Retail FromSA From AX Enterprise/Functional for Student,b04c7073-a410-4348-b8bb-985c915e3d6f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,40.61,58.00
,,,Dyn365 for Talent FromSA From AX Enterprise,2c25322a-9384-48e8-b331-65c469276fb6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,23.80,34.00
,,,Dyn365 for Talent FromSA From AX Enterprise for Faculty,088d3f4b-70ee-4041-8b81-d60bcafef420,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,13.09,18.70
,,,Dyn365 for Talent FromSA From AX Enterprise for Student,eeca9dd2-abfd-4b54-af20-dca132253a4a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,9.52,13.60
,,,Dyn365 Unified Operations Plan From SA From AX Ent/Func (Qualified Offer),d55a6d58-8bd0-4732-bda4-b03b4786eaf4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,79.80,114.00
,,,Dyn365 Unified Operations Plan From SA From AX Ent/Func for Faculty (Qualified Offer),7cbb523a-fb77-45f5-b5b0-9f3665079c1e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,43.89,62.70
,,,Dyn365 Unified Operations Plan From SA From AX Ent/Func for Student (Qualified Offer),b66e2218-9864-4fc6-8022-5efe94acd424,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,31.92,45.60
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Basic (Qualified Offer),1e51e973-0bb4-4358-8202-c417f8239bc0,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,24.97,33.30
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Basic (Qualified Offer) for Faculty,613684be-ffb4-4d77-90fc-b8a8604436c6,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,13.74,18.30
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Basic (Qualified Offer) for Students,90fa6840-b6f3-40d7-8ecc-0af19847799c,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,9.99,13.30
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Pro (Qualified Offer),e6467568-7452-4ad6-948f-ea83a1d8c69c,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,37.29,49.70
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Pro (Qualified Offer) for Faculty,3aedaac6-fa0f-42e7-83db-16b8eea05a5f,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,20.51,27.40
,,,Dynamics 365 Ent Edition Cust Eng Plan - Add-On for CRM Pro (Qualified Offer) for Students,00282a15-250d-4e01-8534-aa9866c3f252,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,14.92,19.90
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Basic (Qualified Offer),2d691bc1-f5cb-4639-836a-04af74bb1eb5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,30.00,40.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Basic (Qualified Offer) for Faculty,e888ed46-c04a-474d-95d3-ba3b8cf3c4da,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,16.50,22.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Basic (Qualified Offer) for Students,3348abf6-bb5a-4836-a85b-aacc0d7e1e6c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,12.00,16.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Pro (Qualified Offer),71c5d4a8-a6b5-4fe6-a411-0c3cf35dae81,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,51.75,69.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Pro (Qualified Offer) for Faculty,f6ff8458-159f-4a99-9518-4bb58ee6205f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,28.46,38.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA for CRM Pro (Qualified Offer) for Students,cb277332-3931-4548-9053-1ee075c1d7b5,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,20.70,27.60
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA From Cust Eng Plan Business Apps (On-Premises) User CALs,c0843120-8e35-48a6-aa11-ecc82571fc69,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,73.31,97.80
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA From Cust Eng Plan Business Apps (On-Premises) User CALs for Faculty,c2dd3300-aca0-4f43-9a5e-3406b72617a8,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,40.32,53.80
,,,Dynamics 365 Ent Edition Cust Eng Plan - From SA From Cust Eng Plan Business Apps (On-Premises) User CALs for Students,c45a2230-2ae2-46d2-adaa-0806ac6c6b9f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,29.32,39.10
,,,Dynamics 365 Ent edition Cust Eng Plan - Tier 1 (1-99 users),bb30b486-53be-4ecf-bb85-6f50979f0579,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,86.25,115.00
,,,Dynamics 365 Ent edition Cust Eng Plan - Tier 1 (1-99 users) for Faculty,cfe0bb2d-b539-4228-9c5c-97c1cee84fe0,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,47.44,63.30
,,,Dynamics 365 Ent edition Cust Eng Plan - Tier 1 (1-99 users) for Students,aa20b0cc-a88a-4fe4-9458-93cb73a14d59,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,34.50,46.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 1 Qualified Offer for CRMOL Pro Add-On to O365 Users,09fdfa2e-a64e-4589-a550-3416214d2594,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,49.81,66.40
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 1 Qualified Offer for CRMOL Pro Add-On to O365 Users for Faculty,8f32b7f1-ff25-4a60-8a8f-bae9dcc47a32,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,27.39,36.50
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 1 Qualified Offer for CRMOL Pro Add-On to O365 Users for Students,89407873-da0e-45ba-93cb-1f350da2f40f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,19.92,26.60
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 2 (100-249 Users),349fc43d-f262-4703-9f46-9b030fb9a6f9,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,67.50,90.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 3 (250-499 Users),a82e4a9d-7da4-41f9-9129-19c2d54100bc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60.00,80.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 4 (500-999 Users),ade46300-5273-4080-b1f6-8feda26dcecf,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,52.50,70.00
,,,Dynamics 365 Ent Edition Cust Eng Plan - Tier 5 (1000+ Users),c891f143-b4d2-4f2a-beea-e2c96a044b1f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,45.00,60.00
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Basic (Qualified Offer),04e69be9-3bf0-4461-8eee-c83dae1439c8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,43.13,57.50
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Basic (Qualified Offer) for Faculty,779871de-6e59-4249-a0ce-8c4e0f8ec20e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,23.72,31.60
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Basic (Qualified Offer) for Students,bb8f16fd-5408-4a5c-80c3-759c0beae558,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,17.25,23.00
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Professional (Qualified Offer),696a7e6b-4017-49b9-89d6-028e9d1aeb26,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,64.69,86.30
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Professional (Qualified Offer) for Faculty,85538938-525a-44a5-bae3-b316adc79159,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,35.58,47.40
,,,Dynamics 365 Ent Edition Cust Eng Plan for CRMOL Professional (Qualified Offer) for Students,daa51547-8c69-4a4b-b756-33af65d3f804,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,25.88,34.50
,,,Dynamics 365 Ent Edition Plan,725d5132-22a7-42d8-8a9b-988549a565f7,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,147.00,210.00
,,,Dynamics 365 Ent Edition Plan - Add-On for AX Ent/Functional (Qualified Offer),01f8a684-cf0f-4adb-b0c7-f94cbbea691f,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,53.54,76.50
,,,Dynamics 365 Ent Edition Plan - Add-On for AX Ent/Functional (Qualified Offer) for Faculty,a86f5ba7-a02c-4fee-9580-11fa4add13da,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,29.45,42.10
,,,Dynamics 365 Ent Edition Plan - Add-On for AX Ent/Functional (Qualified Offer) for Students,7d997620-324c-4929-85a1-e977fec5a684,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,21.42,30.60
,,,Dynamics 365 Ent Edition Plan - From SA for AX Ent/Functional (Qualified Offer),03a0e68f-3145-4eda-a73a-e438495122b0,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,88.20,126.00
,,,Dynamics 365 Ent Edition Plan - From SA for AX Ent/Functional (Qualified Offer) for Faculty,f806e2c5-b35c-43d1-a80c-f641bf002b19,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,48.51,69.30
,,,Dynamics 365 Ent Edition Plan - From SA for AX Ent/Functional (Qualified Offer) for Students,b7772766-c8c5-4849-b339-fa7ab5c38980,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,35.28,50.40
,,,Dynamics 365 Ent Edition Plan - Operations Addnl Database Storage,b26aa30c-1de1-4f43-ac81-910442cf5335,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.50,5.00
,,,Dynamics 365 Ent Edition Plan - Operations Addnl Database Storage for Faculty,a6d9afb1-9782-4db7-a2c7-ef0642b7c096,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.93,2.80
,,,Dynamics 365 Ent Edition Plan - Operations Addnl Database Storage for Students,f934020a-7e3c-4703-8ecb-a193011bb38e,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.40,2.00
,,,Dynamics 365 Ent Edition Plan - Operations Addnl File Storage,466c1866-e335-4277-bfa0-5189c23b951a,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.70,1.00
,,,Dynamics 365 Ent Edition Plan - Operations Addnl File Storage for Faculty,015f6e33-cb92-4e8a-b3e7-946c20dd2e8a,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.39,0.60
,,,Dynamics 365 Ent Edition Plan - Operations Addnl File Storage for Students,6365af7b-d7fa-4f7b-8755-946daf8573fd,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.28,0.40
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 1:Developer & Test Instance,7c362aff-7c7a-41f1-b6c1-d3406bb74dac,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,297.50,425.00
