Doc currency,USD,,,,,,,,,
,,,,,,,,,,
A/C/D/U,Valid-From Date,Valid To Date,Offer Display Name,Offer ID,License Agreement Type,Purchase Unit,Secondary License Type,End Customer Type,List Price,ERP Price
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 1:Developer & Test Instance for Faculty,b8bf0a36-80d1-4fbf-8cf7-1176221651aa,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,163.63,233.80
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 1:Developer & Test Instance for Students,c4ffb9fe-f5cc-413f-a8bb-8568d2590f04,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,119.00,170.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 2:Standard Acceptance Testing,2ff677d8-e55c-4a9f-ab2d-8774a80bd52d,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,945.00,1350.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 2:Standard Acceptance Testing for Faculty,347756ec-46d1-43e6-baab-39a6b185239d,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,519.75,742.50
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 2:Standard Acceptance Testing for Students,061e9607-a97a-46e0-8ffc-b7c2756f4158,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,378.00,540.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 3:Premier Acceptance Testing,7b0cdb70-934a-4592-9008-595c22e9d35a,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,2835.00,4050.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 3:Premier Acceptance Testing for Faculty,ad535433-e845-4d9d-ac9e-859bf6c7667f,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1559.25,2227.50
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 3:Premier Acceptance Testing for Students,0d65a70c-a7ac-41e1-aab3-cebed8460239,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1134.00,1620.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 4:Standard Performance Testing,6d5cc8e4-15b8-4297-a7d3-b22aacbb29fb,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,5530.00,7900.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 4:Standard Performance Testing for Faculty,01c354cc-970f-4a64-9da1-582042a12896,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,3041.50,4345.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 4:Standard Performance Testing for Students,157baf7f-42bc-42ff-acb4-0cf069b6976e,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,2211.99,3160.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 5:Premier Performance Testing,2d142966-93c9-45c3-b1fd-ad6c76294dc2,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,8400.00,12000.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 5:Premier Performance Testing for Faculty,bb3ce8c3-b9b4-4170-a929-4c5b0b138dc0,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,4620.00,6600.00
,,,Dynamics 365 Ent Edition Plan - Operations Sandbox Tier 5:Premier Performance Testing for Students,01ad5fa2-3ab6-48e1-b00c-6f0b0489335a,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,3359.99,4800.00
,,,Dynamics 365 Ent edition Plan for Faculty,7b5f116e-2bee-4f40-8b4c-0570fde8ab63,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,80.85,115.50
,,,Dynamics 365 Ent edition Plan for Students,50072d1d-f1d5-446f-8427-6b7ae1f5c20c,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,58.80,84.00
,,,Dynamics 365 Enterprise Edition - Additional Database Storage,fbf0328a-8b0f-47a6-9483-dc2b36183fce,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.75,5.00
,,,Dynamics 365 Enterprise Edition - Additional Non-Production Instance,3396e762-af96-42f1-bea4-5c97a1efa94f,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,112.50,150.00
,,,Dynamics 365 Enterprise Edition - Additional Portal,67b82638-fdf8-456b-8d36-32737a3b2a9b,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,375.00,500.00
,,,Dynamics 365 Enterprise Edition - Additional Portal Page Views,1e8bbd2f-ad7e-4105-b140-66f475458bb8,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,37.50,50.00
,,,Dynamics 365 Enterprise Edition - Additional Production Instance,2bcf9fe8-8b65-4fcf-9240-419203fb8cf4,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,412.50,550.00
,,,Dynamics 365 Enterprise Edition - Additional Social Posts,b60519c3-658d-4574-8273-151b82c40b21,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,75.00,100.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition",58cd6573-6784-4467-b2fc-1a06bb874ed6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.25,95.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition - Add-On for CRM Basic (Qualified Offer)",cd21662b-5780-4263-8e1e-697ed4931c2e,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21.22,28.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition - Add-On for CRM Basic (Qualified Offer) for Faculty",26d24afe-431c-4388-9755-d410fbc2e80d,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,11.67,15.60
,,,"Dynamics 365 for Customer Service, Enterprise Edition - Add-On for CRM Basic (Qualified Offer) for Students",be7eb839-760b-4c9c-98fe-8a3c960b40ce,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,8.49,11.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA for CRM Basic (Qualified Offer)",02941bea-4df5-4eb2-b20a-7dc0f6879d48,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.25,35.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA for CRM Basic (Qualified Offer) for Faculty",0a297a32-cdf5-433d-8039-38e551c6ccd4,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,14.44,19.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA for CRM Basic (Qualified Offer) for Students",a41a4d13-4116-431a-bfb6-55d7fd341b41,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,10.50,14.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) Device CAL",f2b9f0f2-9c96-4bfb-90a0-1641f8092be6,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,92.44,123.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) Device CAL for Faculty",aaecb67f-b8a7-495f-9ceb-87f3a55a2248,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,50.84,67.80
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) Device CAL for Students",f2ceb838-d1fb-41dd-8b8d-25b3765d71e6,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,36.97,49.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) User CAL",a04227c6-dbe1-4bca-abbc-ffe05a756c6c,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,60.56,80.80
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) User CAL for Faculty",c2989f81-ae6c-4dbb-8818-3afb44c581f7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,33.31,44.40
,,,"Dynamics 365 for Customer Service, Enterprise Edition - From SA From Customer Service (On-Premises) User CAL for Students",2d141b4b-4f17-411e-a8d9-655ec58d1045,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,24.23,32.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition Device",56433e2b-3378-4b35-867d-31ebb879deac,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,108.75,145.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition Device for Faculty",c1267a47-0d56-4305-b975-7ba45e51eb5d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,59.81,79.80
,,,"Dynamics 365 for Customer Service, Enterprise Edition Device for Students",9c6e2220-643f-41ce-9fcc-b6db3d1a25ec,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,43.50,58.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Basic (Qualified Offer)",ecb1b235-b7da-4cd1-a329-c33bab25cfe5,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,37.50,50.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Basic (Qualified Offer) for Faculty",e5cb287f-04e9-4e64-82ba-530f5deba85d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,20.63,27.50
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Basic (Qualified Offer) for Students",122361de-3248-4167-8401-328809cbffaf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,15.00,20.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Professional (Qualified Offer)",52e3b82a-8035-4fd9-8f42-a709c6e6aaac,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,57.00,76.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Professional (Qualified Offer) for Faculty",a4b60dc9-c2f9-410e-9b9a-3eb10c695375,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,31.35,41.80
,,,"Dynamics 365 for Customer Service, Enterprise Edition for CRMOL Professional (Qualified Offer) for Students",82219c13-1274-4679-9dee-d524cc83e3ec,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,22.80,30.40
,,,"Dynamics 365 for Customer Service, Enterprise Edition for Faculty",9b97f77a-106a-4039-9f30-08954636d5a7,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,39.19,52.30
,,,"Dynamics 365 for Customer Service, Enterprise Edition for Students",3ea6fca5-1502-4ec1-8d87-f65d65f382bf,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.50,38.00
,,,"Dynamics 365 for Customer Service, Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users",3bab1b9d-e4e1-4c30-94b8-3a6ebd4952b8,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,43.89,58.50
,,,"Dynamics 365 for Customer Service, Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users for Faculty",5de61724-806e-4a5b-8e1c-3a2291cde856,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,24.14,32.20
,,,"Dynamics 365 for Customer Service, Enterprise Edition Qualified Offer for CRMOL Pro Add-On to O365 Users for Students",cbad0657-e763-4af7-b95b-06ef5dc7f887,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,17.56,23.40
,,,"Dynamics 365 for Field Service, Enterprise Edition",5eb287f2-f34f-4bc8-a8b0-c2e9b23f7430,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,71.25,95.00
,,,"Dynamics 365 for Field Service, Enterprise Edition - Resource Scheduling Optimization",df67a19b-60bc-4284-9b20-70ca4fa3c16a,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,22.50,30.00
,,,"Dynamics 365 for Field Service, Enterprise Edition Device",a7fc021e-0eb1-4fdb-ada1-3fe7ddf4e887,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,108.75,145.00
,,,"Dynamics 365 for Field Service, Enterprise Edition Device for Faculty",2fec701c-4de9-498a-b104-d9e22a923029,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,59.81,79.80
,,,"Dynamics 365 for Field Service, Enterprise Edition Device for Students",685760e2-b019-489f-a71d-f647a1626cac,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,43.50,58.00
,,,"Dynamics 365 for Field Service, Enterprise Edition for CRMOL Basic + Field Service Add-On (Qualified Offer)",6928a9e5-153f-40d2-8661-3d2ab885353f,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,57.00,76.00
,,,"Dynamics 365 for Field Service, Enterprise Edition for CRMOL Basic + Field Service Add-On (Qualified Offer) for Faculty",4834289c-3d41-4ed1-a4d0-8225190b5aef,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,31.35,41.80
,,,"Dynamics 365 for Field Service, Enterprise Edition for CRMOL Basic + Field Service Add-On (Qualified Offer) for Students",43cf1795-2d6c-4f8f-83d0-29bf28d191aa,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,22.80,30.40
,,,"Dynamics 365 for Field Service, Enterprise Edition for Faculty",41d5856b-9cdc-4194-944d-181517f1268e,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,39.19,52.30
,,,"Dynamics 365 for Field Service, Enterprise Edition for Students",6b332b2d-863a-4a18-ad8a-b3d1434c27d9,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,28.50,38.00
,,,"Dynamics 365 for Financials, Business Edition",CF4D7D0D-D6ED-4A5C-BD02-C73DD1844575,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,28.00,40.00
,,,"Dynamics 365 for Financials, Business Edition - External Accountant",88F9EB8A-0636-45E8-A601-553E0A48AA9E,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition - External Accountant (Government Pricing)",8d3506d5-ee8c-461b-b278-2cada9e40608,Government,1 Month(s),ADDON,CLOUD RESELLER GOVERNMENT,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition - External Accountant for Faculty",e9df434f-0be9-440b-a06b-0dc0ce93be93,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition - External Accountant for Students",d884fc51-643d-4f12-bbf5-a13e9320a950,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV Ltd, or SL AM/BE/Std (qualified offer)",575034e9-aef8-436c-ab73-c123256b076b,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV Ltd, or SL AM/BE/Std (qualified offer) - Government Pricing",c65d7c17-11ad-4e86-9605-875c4826b8e8,Government,1 Month(s),NON-SPECIFIC,CLOUD RESELLER GOVERNMENT,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV Ltd, or SL AM/BE/Std (qualified offer) for Faculty",1e6fb2e8-4ecd-45f3-b864-4cbb2cbe8bac,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV Ltd, or SL AM/BE/Std (qualified offer) for Students",c66f5ec1-6ef1-46e7-885e-8693f3f0078f,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.00,0.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV/GP Full or SL Pro (qualified offer)",14e6457a-84c4-40cd-99bb-0b17f6a77699,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2.10,3.00
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV/GP Full or SL Pro (qualified offer) for Faculty",3bc4ec50-c530-4175-9f8d-35a13835f3ea,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,1.16,1.70
,,,"Dynamics 365 for Financials, Business Edition add-on for NAV/GP Full or SL Pro (qualified offer) for Students",d5fcf730-314d-4a81-9a91-55efb1d6f12a,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,0.84,1.20
,,,"Dynamics 365 for Financials, Business Edition for Faculty",7eee99b0-c430-4cb8-86d8-073f6279b013,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,15.40,22.00
,,,"Dynamics 365 for Financials, Business Edition for Students",0e233635-311d-4b75-aa9a-8119b051d4cc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,11.20,16.00
,,,"Dynamics 365 for Financials, Business Edition from SA for NAV/GP Full, NAV Ltd, or SL AM/BE/Std/Pro (qualified offer)",d5ae8159-5f88-446a-962b-200f2461b4be,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,16.80,24.00
,,,"Dynamics 365 for Financials, Business Edition from SA for NAV/GP Full, NAV Ltd, or SL AM/BE/Std/Pro (qualified offer) for Faculty",405404ce-1417-41cb-a797-80fb612e3ca2,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,9.24,13.20
,,,"Dynamics 365 for Financials, Business Edition from SA for NAV/GP Full, NAV Ltd, or SL AM/BE/Std/Pro (qualified offer) for Students",c512fbce-9449-416e-8a4b-ed2ab494cf7d,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6.72,9.60
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition Cloud Add-on from AX Functional",f0769f58-cc93-47fb-8792-c87062747cfc,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,8.73,12.50
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition Cloud Add-on from AX Functional (Qualified Offer)",fc6235dd-0552-4567-a651-4d45f33a0920,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,3.93,5.60
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition Cloud Add-on from AX Task ",171de1e2-cf70-4e62-872d-22500f32bf80,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,14.46,20.70
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition Cloud Add-on from AX Task (Qualified Offer)",3ea5ea94-2592-42c5-9d94-ebf620f65083,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,9.65,13.80
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition from SA from AX Functional or Task (Qualified Offer)",25b1159c-51af-41d9-b036-4c21d5d720bb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,11.55,16.50
,,,"Dynamics 365 for Operations Activity for Faculty, Enterprise Edition From SA from AX Functionality or Task",63e35cdb-d75a-4f18-987e-08fd6d26014f,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,16.36,23.40
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition Cloud Add-on from AX Functional",22fd6f43-ea56-438b-ba30-55ba227f0e38,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,6.35,9.10
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition Cloud Add-on from AX Functional (Qualified Offer)",995e3239-fac9-4565-9ab5-12e565b47a12,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,2.86,4.10
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition Cloud Add-on from AX Task ",d86da76c-a03e-49fb-a0e8-e2af76015a98,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,10.52,15.00
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition Cloud Add-on from AX Task (Qualified Offer)",8f221147-7be9-49ed-8bb8-a74309545165,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,7.02,10.00
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition from SA from AX Functional or Task (Qualified Offer)",1f3a4274-16bb-44a4-8246-b2cadf7122c1,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,8.40,12.00
,,,"Dynamics 365 for Operations Activity for Student, Enterprise Edition From SA from AX Functionality or Task",8629aa63-e884-45c0-b205-fa8c540133bb,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER STUDENT,11.90,17.00
,,,"Dynamics 365 for Operations Activity, Enterprise Edition Cloud Add-on from AX Functional",8fa24deb-9b37-4d22-be3c-4b876ab07d64,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,15.88,22.70
,,,"Dynamics 365 for Operations Activity, Enterprise Edition Cloud Add-on from AX Functional (Qualified Offer)",038f2538-4813-4a94-93a3-8e2425ac78a2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,7.14,10.20
,,,"Dynamics 365 for Operations Activity, Enterprise Edition Cloud Add-on from AX Task ",5f736867-b579-430e-be0b-cd6eb60e7611,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.30,37.60
,,,"Dynamics 365 for Operations Activity, Enterprise edition Cloud Add-on from AX Task (Qualified Offer)",77721748-0ef0-43ce-b4ce-1165d1fcf3b2,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,17.54,25.10
,,,"Dynamics 365 for Operations Activity, Enterprise Edition from SA from AX Functional or Task (Qualified Offer)",1fd13474-75a5-4c9b-80a2-fd233c346879,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,21.00,30.00
,,,"Dynamics 365 for Operations Activity, Enterprise Edition From SA from AX Functionality or Task",58e15e1a-43f1-4d0c-a7b7-b0b4c4d934c4,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,29.75,42.50
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional Database Storage",ad09ac56-f17b-4e23-9af2-de8f91f75fa9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,3.50,5.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional Database Storage for Faculty",32147dad-57ec-422c-898a-c8a826ea1454,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1.93,2.80
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional Database Storage for Students",b761739f-daf3-4feb-96cc-98f93dd3e81e,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1.40,2.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional File Storage",0e5bfb17-8c11-49a9-865d-05d4f48a0a35,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,0.70,1.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional File Storage for Faculty",53cd62df-0727-45a0-863b-d67f5a0a4e07,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,0.39,0.60
,,,"Dynamics 365 for Operations, Enterprise Edition - Additional File Storage for Students",455d3132-8cca-458c-883b-973ccac98b69,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,0.28,0.40
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 1:Developer & Test Instance",ddbae3c0-f883-4823-a1e9-4ffa47ab0c5b,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,297.50,425.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 1:Developer & Test Instance for Faculty",79aab72c-6da9-462d-afc0-5ed20091610a,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,163.63,233.80
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 1:Developer & Test Instance for Students",626b3a75-1b18-4e2c-bef6-88db6ecea1c7,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,119.00,170.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 2:Standard Acceptance Testing",615cbbc1-0b6c-43fa-99c5-ada5a0965500,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,945.00,1350.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 2:Standard Acceptance Testing for Faculty",f2871ea5-b26e-4a13-8d3a-6a1dda820c72,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,519.75,742.50
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 2:Standard Acceptance Testing for Students",23cae6d3-753c-4996-88c8-d6c3c6681538,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,378.00,540.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 3:Premier Acceptance Testing",708b4081-1ae3-4d40-99b9-db75470df408,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,2835.00,4050.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 3:Premier Acceptance Testing for Faculty",76642878-563b-4b30-9c9a-f7049b853743,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,1559.25,2227.50
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 3:Premier Acceptance Testing for Students",2167cc44-7ea9-49bf-abeb-ee88b7934102,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,1134.00,1620.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 4:Standard Performance Testing",04329f1d-1d37-4445-b426-48dd65d14850,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,5530.00,7900.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 4:Standard Performance Testing for Faculty",c7bcf2b6-7558-4013-ac24-5f4db30df525,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,3041.50,4345.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 4:Standard Performance Testing for Students",98ac91c3-8844-4b11-9c3c-5cd4f62b9026,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,2211.99,3160.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 5:Premier Performance Testing",e49012e8-b9d7-44b3-8134-ee84cf160bc9,Corporate,1 Month(s),ADDON,CLOUD RESELLER CORPORATE,8400.00,12000.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 5:Premier Performance Testing for Faculty",435f5608-fdf6-4413-a0f1-26b7d2c01cbd,Academic,1 Month(s),ADDON,CLOUD RESELLER FACULTY,4620.00,6600.00
,,,"Dynamics 365 for Operations, Enterprise Edition - Sandbox Tier 5:Premier Performance Testing for Students",e89b34e4-b92b-4113-9d08-ac8f944e8f49,Academic,1 Month(s),ADDON,CLOUD RESELLER STUDENT,3359.99,4800.00
,,,"Dynamics 365 for Operations, Enterprise Edition Device",16e05c5c-b536-42a0-a26e-d920c267d723,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,52.50,75.00
,,,"Dynamics 365 for Operations, Enterprise Edition Device add-on for AX Task Device (qualified offer)",432c0d13-8944-4c1c-97ba-f237608009cc,Corporate,1 Month(s),NON-SPECIFIC,CLOUD RESELLER CORPORATE,26.31,37.60
,,,"Dynamics 365 for Operations, Enterprise Edition Device add-on for AX Task Device (qualified offer) for Faculty",bce0bf56-7d8b-4893-8303-450de893dc43,Academic,1 Month(s),NON-SPECIFIC,CLOUD RESELLER FACULTY,14.47,20.70
