,model,retail_price,partner_price,category,brand
321,CX4/500 TO CX3-40 MV/S UPGRADE LICENSE,"$21,000","$15,540",Storage,EMC
322,CX4/500 TO CX3-80 MV/A UPGRADE LICENSE,"$19,800","$14,652",Storage,EMC
323,CX4/500 TO CX3-80 MVIEW UPGRADE LICENSE,"$34,560","$25,574",Storage,EMC
324,CX4/500 TO CX3-80 MV/S UPGRADE LICENSE,"$26,250","$19,425",Storage,EMC
325,CX3-10 DAE OS DC FIELD INSTALL,"$7,900","$4,898",Storage,EMC
326,300GB 10K 4Gb FC,"$1,345",$834,Storage,EMC
327,400GB 10K 4Gb FC,"$1,850","$1,147",Storage,EMC
328,146GB 15K 4GB FC UPG,"$1,800","$1,116",Storage,EMC
329,73GB 15K 4GB FC,"$1,030",$639,Storage,EMC
330,DAE W/ 15 1TB SATA 5400RPM DRIVES U/G,"$25,650","$15,903",Storage,EMC
331,4G DAE FACTORY INSTALL,"$5,900","$3,658",Storage,EMC
332,CX3-20 DAE OS,"$5,900","$3,658",Storage,EMC
333,CX3-20 DAE OS FIELD INST,"$5,900","$3,658",Storage,EMC
334,CX3-40 DAE OS,"$5,900","$3,658",Storage,EMC
335,CX3-40 DAE OS FACTORY INSTALLED,"$5,900","$3,658",Storage,EMC
336,CX3-40 DAE OS FIELD INST,"$5,900","$3,658",Storage,EMC
337,CX3-40F DAE OS FIELD INSTALLE,"$5,900","$3,658",Storage,EMC
338,CX3-80 DAE OS FAC INSTALL,"$5,900","$3,658",Storage,EMC
339,CX3-80 DAE OS FLD INSTALL,"$5,900","$3,658",Storage,EMC
340,CX600 TO CX3-40 NAVI Dept Upg,"$26,100","$19,314",Storage,EMC
341,CX600 TO CX3-40 NAVI Ent Upg Lic,"$38,700","$28,638",Storage,EMC
342,CX600 TO CX3-40 MV/A UPGRADE LICENSE,"$15,840","$11,722",Storage,EMC
343,CX600 TO CX3-40 MIRRORVIEW BOTH UPGRADE,"$27,600","$20,424",Storage,EMC
344,CX600 TO CX3-40 MV/S UPGRADE LICENSE,"$21,000","$15,540",Storage,EMC
345,CX600 TO CX3-40 NAVI WORKGROUP UPGRADE,"$12,900","$9,546",Storage,EMC
346,CX6/700 TO CX3-80 NAVI Dept Upg,"$32,640","$24,154",Storage,EMC
347,CX6/700 TO CX3-80 NAVI Ent Upg Lic,"$48,360","$35,786",Storage,EMC
348,CX6/700 TO CX3-80 MV/A UPGRADE LICENSE,"$19,800","$14,652",Storage,EMC
349,CX6/700 TO CX3-80 MIRRORVIEW BOTH UPGRAD,"$34,560","$25,574",Storage,EMC
350,CX6/700 TO CX3-80 MV/S UPGRADE LICENSE,"$26,250","$19,425",Storage,EMC
351,CX6/700 TO CX3-80 NAVI WORKGROUP UPGRADE,"$16,140","$11,944",Storage,EMC
352,CX700 TO CX3-40 NAVI Dept Lic Upg,"$23,520","$17,405",Storage,EMC
353,CX700 TO CX3-40 NAVI Ent Lic Upg,"$34,800","$25,752",Storage,EMC
354,CX700 TO CX3-40 MIRRORVIEW/A LICENSE UPG,"$15,840","$11,722",Storage,EMC
355,CX700 TO CX3-40 MIRRORVIEW BUNDLE LICENS,"$27,600","$20,424",Storage,EMC
356,CX700 TO CX3-40 MIRRORVIEW/S LICENSE UPG,"$21,000","$15,540",Storage,EMC
357,CX700 TO CX3-40 NQM LICENSE UPGRADE,"$13,800","$10,212",Storage,EMC
358,NQM UPGRADE CX700 TO CX3-80,"$19,800","$14,652",Storage,EMC
359,250GB PATA 5400RPM,$950,$589,Storage,EMC
360,250GB PATA 5400RPM,"$1,280",$794,Storage,EMC
361,ATA 320GB 5400RPM,$950,$589,Storage,EMC
362,ATA 320GB 5400RPM 5PK,"$4,750","$2,945",Storage,EMC
363,ATA 320GB 5400RPM UPG,"$1,280",$794,Storage,EMC
364,1000GB 7200RPM SATA II,"$1,450",$899,Storage,EMC
365,250GB 7200RPM SATA Drive,$950,$589,Storage,EMC
366,UPGRADE PAIR 4G FC - TOTAL 8 FE PORTS,"$7,000","$4,340",Storage,EMC
367,UPGRADE PAIR 8 GB FC - TOTAL 8 FE PORTS,"$8,750","$5,425",Storage,EMC
368,FCOE 1 PAIR ADD-ON 2 PORT OPT IO MODULE,"$8,400","$5,208",Storage,EMC
369,FCOE 1 PAIR ADD-ON 2PORT IO ACTIVETWINAX,"$5,880","$3,646",Storage,EMC
370,UPGRADE PAIR 10G ISCSI OPTICAL IO MODS,"$21,000","$13,020",Storage,EMC
371,OM3 50/125 MICRON OPT CABLE LC- LC 100M,$570,$353,Storage,EMC
372,OM3 50/125 MICRON OPT CABLE LC- LC 10M,$290,$180,Storage,EMC
373,OM3 50/125 MICRON OPT CABLE LC- LC 1M,$230,$143,Storage,EMC
374,OM3 50/125 MICRON OPT CABLE LC- LC 30M,$310,$192,Storage,EMC
375,OM3 50/125 MICRON OPT CABLE LC- LC 3M,$250,$155,Storage,EMC
376,OM3 50/125 MICRON OPT CABLE LC- LC 50M,$390,$242,Storage,EMC
377,OM3 50/125 MICRON OPT CABLE LC- LC 5M,$260,$161,Storage,EMC
378,500GB SATA II DISK FOR 4G DAE,"$1,530",$949,Storage,EMC
379,500GB 7200RPM SATA II UPG FOR 4G DAE,"$2,065","$1,280",Storage,EMC
380,750GB 7200RPM SATA II,"$1,895","$1,175",Storage,EMC
381,750GB 7200RPM SATA II UPG FOR 4G DAE,"$2,558","$1,586",Storage,EMC
382,ARRAY EXPANSION NEW SYS,"$5,400","$3,348",Storage,EMC
383,DAE FIELD UPGRADE,"$5,400","$3,348",Storage,EMC
384,EDL GEN4 BASE DAE W/1TB SATA DRIVES CONF,"$28,370","$20,994",Storage,EMC
385,DL210 EXPANSION ARRAY,"$23,000","$14,260",Storage,EMC
386,FIELD DL210 EXP ARRAY,"$23,000","$14,260",Storage,EMC
387,EDL DL4X06 UPGRADE HOT SPARES,"$7,050","$5,217",Storage,EMC
388,UGRD KIT DL300 TO DL310,"$60,000","$37,200",Storage,EMC
389,DL1500 500GB DRIVE 1-PK - FLD INSTALL,"$1,965","$1,454",Storage,EMC
390,DL1500 VAULT DAE 2 TB USEABLE - FLD INST,"$23,760","$17,582",Storage,EMC
391,DISK LIBRARY DPE WITH 8GB I/O CLONE OF C,"$145,000","$107,300",Storage,EMC
392,DL5200 2U SERVER NEHALEM 12 FC,"$72,500","$53,650",Storage,EMC
393,DL5000 VAULT DAE WITH 7 FC DRIVES,"$19,760","$14,622",Storage,EMC
394,DL700 STANDBY SERVER,"$28,300","$17,546",Storage,EMC
395,FLD INST. DL700 STBY SVR,"$28,300","$17,546",Storage,EMC
396,FULLY LOADED 4GB STILETTO DAE W/NORTHSTA,"$38,600","$23,932",Storage,EMC
397,FIELD INSTALL DAE 4GB STILETTO W/750GB D,"$38,600","$23,932",Storage,EMC
398,DISK LIBRARY ENGINE,"$34,900","$21,638",Storage,EMC
399,CLAR RAIL KIT FOR DS-16B,$340,$211,Storage,EMC
400,16PORT RAILKIT LO-P BEZEL,$660,$409,Storage,EMC
401,DS24M MOUNT-CLAR 39U RACK,$350,$217,Storage,EMC
402,DS24M MOUNT-CLAR 40U RACK,$275,$171,Storage,EMC
403,TELCO RKT FOR 1U CL,$360,$223,Storage,EMC
404,DS-32B2-0D RAIL KIT FOR THE 39U HIGH CAB,$650,$403,Storage,EMC
405,DS-32B2-0D 40U RAIL KIT,$230,$143,Storage,EMC
406,DS 32B RK- VARIABLE,$230,$143,Storage,EMC
407,DSB2RK40 EXTENSION RAIL,$280,$174,Storage,EMC
408,DS8B/16B RK-VARIABLE,$275,$171,Storage,EMC
409,ESN Mgr & Access Logix Tier 1 to Tier 4,"$1,090",$807,Storage,EMC
410,2M HSSDC to HSSDC2 bus cbl Qty 1,$150,$93,Storage,EMC
411,5M HSSDC to HSSDC2 bus cbl Qty 1,$275,$171,Storage,EMC
412,8M HSSDC to HSSDC2 bus cbl Qty 1,$500,$310,Storage,EMC
413,2M HSSDC2 to HSSDC2 bus cbl Qty 1,$250,$155,Storage,EMC
414,8M HSSDC2 to HSSDC2 bus cbl Qty 1,$600,$372,Storage,EMC
415,146GB 10K 520BPS 1GB 12V,"$2,050","$1,271",Storage,EMC
416,146GB 10K 1Gb 520BP UPG,"$1,835","$1,138",Storage,EMC
417,"36GB 15K, 520BPS Upgrade",$960,$595,Storage,EMC
418,50M OPTICAL CABLE,$290,$180,Storage,EMC
419,5M OPTICAL CABLE,$110,$68,Storage,EMC
420,FAST SUITE UPGRADE FOR THE CX4-240,"$15,000","$11,100",Storage,EMC
421,FAST SUITE UPGRADE FOR THE CX4-480,"$39,000","$28,860",Storage,EMC
422,FAST SUITE UPGRADE FOR THE CX4-960,"$63,000","$46,620",Storage,EMC
423,100M MM FIBRE CABLE LC-LC,$570,$353,Storage,EMC
424,10M MM FIBRE CABLE LC-LC,$290,$180,Storage,EMC
425,1M MM FIBRE CABLE LC-LC,$230,$143,Storage,EMC
426,30M MM FIBRE CABLE LC-LC,$310,$192,Storage,EMC
427,3M MM FIBRE CABLE LC-LC,$250,$155,Storage,EMC
428,50M MM FIBRE CABLE LC-LC,$390,$242,Storage,EMC
429,5M MM FIBRE CABLE LC-LC,$260,$161,Storage,EMC
430,100M MM FIBRE CABLE LC-SC,$570,$353,Storage,EMC
431,10M MM FIBRE CABLE LC-SC,$290,$180,Storage,EMC
432,1M MM FIBRE CABLE LC-SC,$230,$143,Storage,EMC
433,30M MM FIBRE CABLE LC-SC,$310,$192,Storage,EMC
434,3M MM FIBRE CABLE LC-SC,$250,$155,Storage,EMC
435,50M MM FIBRE CABLE LC-SC,$390,$242,Storage,EMC
436,5M MM FIBRE CABLE LC-SC,$260,$161,Storage,EMC
437,ADJ RACK RAIL KIT-DAE/DPE,$160,$99,Storage,EMC
438,TELCO RAILS FOR DAE/DPE,$540,$335,Storage,EMC
439,TELCO RAIL KIT FOR NS CS,$565,$350,Storage,EMC
440,TELCO RAIL KIT - DAE2,$340,$211,Storage,EMC
441,TELCO RAIL KIT,$340,$211,Storage,EMC
442,TELCO RAIL KIT - SPE,$340,$211,Storage,EMC
443,4GB CACHE UPG CX600-F INS,"$6,200","$3,844",Storage,EMC
444,NAVI MANAGER AX100 SERIES,"$1,100",$990,Storage,EMC
445,NAVI MGR DP TO EN Lic Upg CX3-10,"$3,000","$2,220",Storage,EMC
446,NAVISPHERE AGENT AIX,"$1,200",$888,Storage,EMC
447,NAVISPHERE AGENT HPUX,"$1,200",$888,Storage,EMC
448,NAVISPHERE AGENT IRIX,"$1,200",$888,Storage,EMC
449,NAVISPHERE AGENT LINUX,$550,$407,Storage,EMC
450,NAVISPHERE AGENT NETWARE,$550,$407,Storage,EMC
451,NAVISPHERE AGENT SUN,"$1,200",$888,Storage,EMC
452,NAVI AGENT VMWARE,$550,$407,Storage,EMC
453,NAVISPHERE AGENT NT/W2K,$550,$407,Storage,EMC
454,NAVISPHERE ATF FOR AIX,"$1,940","$1,436",Storage,EMC
455,ANALYZER CX2 TO CX3 UPG,"$1,600","$1,184",Storage,EMC
456,ANALYZER CX2 TO CX5 UPG,"$14,650","$10,841",Storage,EMC
457,ANALYZER CX2 TO CX7 UPG,"$30,900","$22,866",Storage,EMC
458,ANALYZER CX3 TO CX5 UPG,"$13,000","$9,620",Storage,EMC
459,ANALYZER CX3 TO CX7 UPG,"$29,300","$21,682",Storage,EMC
460,ANALYZER CX4 TO CX5 UPG,"$8,100","$5,994",Storage,EMC
461,ANALYZER CX5 TO CX7 UPG,"$16,300","$12,062",Storage,EMC
462,ANALYZER CX6 TO CX7 UPG,"$16,300","$12,062",Storage,EMC
463,NEBS system 146GB 10K 2Gb FC,"$1,020",$632,Storage,EMC
464,NEBS 300GB 10K 2Gb FC UPG,"$1,980","$1,228",Storage,EMC
465,NEBS system 73GB 10K 2Gb FC,$755,$468,Storage,EMC
466,300GB 10K 4GB FC NEBS,"$1,345",$834,Storage,EMC
467,300GB 10K 4GB FC NEBS UPGRADE DISK DRIVE,"$1,980","$1,228",Storage,EMC
468,NEBS 146GB 15K 4GB FC UPG,"$1,800","$1,116",Storage,EMC
469,NEBS 300GB 15K 4GB FC UPG,"$2,154","$1,335",Storage,EMC
470,RACK-40U-60 PWR CORD,"$2,200","$1,364",Storage,EMC
471,RACK-40U-60 PWR CORD US,"$1,150",$713,Storage,EMC
472,40U-C PWR CORD - RS,"$1,150",$713,Storage,EMC
473,40U-C PWR CORD - US,"$1,150",$713,Storage,EMC
474,40U DEEP RACK PWR CORD R&S PLUG - QTY 2,"$4,529","$2,808",Storage,EMC
475,DUAL PWR RACK US TWIST,$670,$415,Storage,EMC
476,40U COMMON RACK,"$4,200","$2,604",Storage,EMC
477,"ANTI-TIP BRACKET, 40U CAB",$160,$99,Storage,EMC
478,CX3-10 CDP,"$20,000","$14,800",Storage,EMC
479,CDP CX3-10 CX3-20 UPGRD,"$20,250","$14,985",Storage,EMC
480,CDP CX3-10 CX3-40 UPGRD,"$54,750","$40,515",Storage,EMC
481,CDP CX3-10 CX3-80 UPGRD,"$95,000","$70,300",Storage,EMC
482,CX3-20 CDP,"$35,000","$25,900",Storage,EMC
483,CDP CX3-20 CX3-40 UPGRD,"$39,750","$29,415",Storage,EMC
484,CDP CX3-20 CX3-80 UPGRD,"$80,000","$59,200",Storage,EMC
485,CX3-40 CDP,"$65,000","$48,100",Storage,EMC
486,CDP CX3-40 CX3-80 UPGRD,"$50,000","$37,000",Storage,EMC
487,CX3-80 CDP,"$100,000","$74,000",Storage,EMC
488,CX3-10 CLR,"$20,000","$14,800",Storage,EMC
489,CLR CX1 CX2 UPGD,"$15,500","$11,470",Storage,EMC
490,CLR CX1 CX4 UPGD,"$57,500","$42,550",Storage,EMC
491,CLR CX1 CX8 UPGD,"$100,000","$74,000",Storage,EMC
492,CX3-20 CLR,"$35,500","$26,270",Storage,EMC
493,CLR CX2 CX4 UPGD,"$42,000","$31,080",Storage,EMC
494,CLR CX2 CX8 UPGD,"$84,500","$62,530",Storage,EMC
495,CX3-40 CLR,"$77,500","$57,350",Storage,EMC
496,CLR CX4 CX8 UPGD,"$42,500","$31,450",Storage,EMC
497,CX3-80 CLR,"$120,000","$88,800",Storage,EMC
498,CDP CX2 CLR CX2 UPGD,$500,$370,Storage,EMC
499,CDP CX4 CLR CX4 UPGD,"$12,500","$9,250",Storage,EMC
500,CDP CX8 CLR CX8 UPGD,"$20,000","$14,800",Storage,EMC
501,CDP BASE 4TB UG CX1 CDP,"$134,100","$99,234",Storage,EMC
502,CDP BASE 4TB UG CX2 CDP,"$119,100","$88,134",Storage,EMC
503,CDP BASE 4TB UG CX4 CDP,"$89,100","$65,934",Storage,EMC
504,CDP BASE 4TB UG CX8 CDP,"$54,100","$40,034",Storage,EMC
505,CLR CX1 RP CLR 8TB UPGD,"$168,000","$124,320",Storage,EMC
506,CLR CX2 RP CLR 8TB UPGD,"$152,500","$112,850",Storage,EMC
507,CLR CX4 RP CLR 8TB UPGD,"$110,500","$81,770",Storage,EMC
508,CLR CX8 RP CLR 8TB UPGD,"$68,000","$50,320",Storage,EMC
509,CX3-10 CRR,"$10,000","$7,400",Storage,EMC
510,CRR CX3-10 CX3-20 UPGRD,"$10,700","$7,918",Storage,EMC
511,CRR CX3-10 CX3-40 UPGRD,"$41,750","$30,895",Storage,EMC
512,CRR CX3-10 CX3-80 UPGRD,"$70,500","$52,170",Storage,EMC
513,CX3-20 CRR,"$18,000","$13,320",Storage,EMC
514,CRR CX3-20 CX3-40 UPGRD,"$33,750","$24,975",Storage,EMC
515,CRR CX3-20 CX3-80 UPGRD,"$62,500","$46,250",Storage,EMC
516,CX3-40 CRR,"$45,000","$33,300",Storage,EMC
517,CRR CX3-40 CX3-80 UPGRD,"$35,500","$26,270",Storage,EMC
518,CX3-80 CRR,"$70,000","$51,800",Storage,EMC
519,CX BW REDUCTION OPTION,"$30,000","$22,200",Storage,EMC
520,CRR CX1 CLR CX1 UPGD,"$10,000","$7,400",Storage,EMC
521,CRR CX2 CLR CX2 UPGD,"$17,500","$12,950",Storage,EMC
522,5M SFP to HSSDC2 encl-0 bus cbl Qty 1,$275,$171,Storage,EMC
523,6M SFP to HSSDC encl-0 bus cbl Qty 1,$275,$171,Storage,EMC
524,SFP+ TO SFP+ 1M ACTIVE 10G CABLE - PAIR,$750,$465,Storage,EMC
525,SFP+ TO SFP+ 3M ACTIVE 10G CABLE,$900,$558,Storage,EMC
526,SFP+ TO SFP+ 5M ACTIVE 10G CABLE,"$1,100",$682,Storage,EMC
527,SNAPVIEW INT MOD FOR SQL,$800,$592,Storage,EMC
528,1U SOLID FILLER FOR USE BEHIND 1U FILLER,$40,$25,Storage,EMC
529,2U SOLID FILLER FOR USE BEHIND 2U FILLER,$45,$28,Storage,EMC
530,3U SOLID FILLER FOR USE BEHIND 3U FILLER,$50,$31,Storage,EMC
531,CX4 TELCO ADJUSTABLE RAIL KIT FOR 2U SPE,$750,$465,Storage,EMC
532,ADJ RACK RAIL KIT FOR SPS,$420,$260,Storage,EMC
533,TELCO RAILS FOR SPS,$600,$372,Storage,EMC
534,TELCO RAIL KIT - 2GB SPS,$420,$260,Storage,EMC
535,1U STORAGE PROCESSOR TELCO RAIL KIT,$500,$310,Storage,EMC
536,2U STORAGE PROCESSOR TELCO RAIL KIT,$750,$465,Storage,EMC
537,4U STORAGE PROCESSOR TELCO RAIL KIT,"$1,500",$930,Storage,EMC
538,BUNDLE FOR SV + RM FOR CX4-120,"$4,175","$3,090",Storage,EMC
539,BUNDLE FOR SV + RM FOR CX4-240,"$9,035","$6,686",Storage,EMC
540,4 - 146 GB 15K SAS W VAULT SOFTWARE,"$1,940","$1,746",Storage,EMC
541,AX4-5 VAULT 4 NEBS 146 GB 15K SAS,"$1,940","$1,746",Storage,EMC
542,4 - 400 GB 10K SAS W VAULT SOFTWARE,"$3,640","$3,276",Storage,EMC
543,4 - 750GB 7.2K SATA W VAULT SOFTWARE,"$2,320","$2,088",Storage,EMC
544,VAULT PACK CX3-20 146GB 10K 2GB DRIVES Q,"$5,100","$3,162",Storage,EMC
545,VAULT PACK CX3-20 146GB 10K 2GB NEBS DRI,"$5,100","$3,162",Storage,EMC
546,VAULT PACK CX3-20 146GB 15K 4GB DRIVES Q,"$6,665","$4,132",Storage,EMC
547,VAULT PACK CX3-20 146GB 15K 4GB NEBS DRI,"$6,665","$4,132",Storage,EMC
548,VAULT PACK CX3-20 300GB 10K 4GB DRIVES Q,"$6,715","$4,163",Storage,EMC
549,VAULT PACK CX3-20 300GB 10K 4GB NEBS DRI,"$6,715","$4,163",Storage,EMC
550,VAULT PACK CX3-20 300GB 15K 4GB DRIVES Q,"$8,400","$5,208",Storage,EMC
551,VAULT PACK CX3-20 300GB 15K 4GB NEBS DRI,"$8,400","$5,208",Storage,EMC
552,VAULT PACK CX3-20 400GB 10K 4GB DRIVES Q,"$9,240","$5,729",Storage,EMC
553,VAULT PACK CX3-20 400GB 10K 4GB NEBS DRI,"$9,240","$5,729",Storage,EMC
554,VAULT PACK CX3-20 450GB 15K 4GB DRIVES Q,"$11,125","$6,898",Storage,EMC
555,VAULT PACK CX3-20 450GB 15K 4GB NEBS DRI,"$11,125","$6,898",Storage,EMC
556,VAULT PACK CX3-20 73GB 10K 2GB DRIVES QT,"$3,775","$2,341",Storage,EMC
557,VAULT PACK CX3-20 73GB 10K 2GB NEBS DRIV,"$3,775","$2,341",Storage,EMC
558,VAULT PACK CX3-20 73GB 15K 4GB DRIVES QT,"$5,150","$3,193",Storage,EMC
559,VAULT PACK CX3-20 73GB 15K 4GB NEBS DRIV,"$5,150","$3,193",Storage,EMC
560,VAULT PACK CX3-40 146GB 10K 2GB DRIVES Q,"$5,100","$3,162",Storage,EMC
561,VAULT PACK CX3-40 146GB 10K 2GB NEBS DRI,"$5,100","$3,162",Storage,EMC
562,VAULT PACK CX3-40 146GB 15K 4GB DRIVES Q,"$6,665","$4,132",Storage,EMC
563,VAULT PACK CX3-40 146GB 15K 4GB NEBS DRI,"$6,665","$4,132",Storage,EMC
564,VAULT PACK CX3-40 300GB 10K 4GB DRIVES Q,"$6,715","$4,163",Storage,EMC
565,VAULT PACK CX3-40 300GB 10K 4GB NEBS DRI,"$6,715","$4,163",Storage,EMC
566,VAULT PACK CX3-40 300GB 15K 4GB DRIVES Q,"$8,400","$5,208",Storage,EMC
567,VAULT PACK CX3-40 300GB 15K 4GB NEBS DRI,"$8,400","$5,208",Storage,EMC
568,VAULT PACK CX3-40 400GB 10K 4GB DRIVES Q,"$9,240","$5,729",Storage,EMC
569,VAULT PACK CX3-40 400GB 10K 4GB NEBS DRI,"$9,240","$5,729",Storage,EMC
570,VAULT PACK CX3-40 450GB 15K 4GB DRIVES Q,"$11,125","$6,898",Storage,EMC
571,VAULT PACK CX3-40 450GB 15K 4GB NEBS DRI,"$11,125","$6,898",Storage,EMC
572,VAULT PACK CX3-40 73GB 10K 2GB DRIVES QT,"$3,775","$2,341",Storage,EMC
573,VAULT PACK CX3-40 73GB 10K 2GB NEBS DRIV,"$3,775","$2,341",Storage,EMC
574,VAULT PACK CX3-80 300GB 10K 4GB DRIVES Q,"$6,715","$4,163",Storage,EMC
575,VAULT PACK CX3-80 300GB 10K 4GB NEBS DRI,"$6,715","$4,163",Storage,EMC
576,VAULT PACK CX3-80 300GB 15K 4GB DRIVES Q,"$8,400","$5,208",Storage,EMC
577,VAULT PACK CX3-80 300GB 15K 4GB NEBS DRI,"$8,400","$5,208",Storage,EMC
578,VAULT PACK CX3-80 400GB 10K 4GB DRIVES Q,"$9,240","$5,729",Storage,EMC
579,VAULT PACK CX3-80 400GB 10K 4GB NEBS DRI,"$9,240","$5,729",Storage,EMC
580,VAULT PACK CX3-80 450GB 15K 4GB DRIVES Q,"$11,125","$6,898",Storage,EMC
581,VAULT PACK CX3-80 450GB 15K 4GB NEBS DRI,"$11,125","$6,898",Storage,EMC
582,VAULT PACK CX3-80 73GB 10K 2GB DRIVES QT,"$3,775","$2,341",Storage,EMC
583,VAULT PACK CX3-80 73GB 10K 2GB NEBS DRIV,"$3,775","$2,341",Storage,EMC
584,VAULT PACK CX3-80 73GB 15K 4GB DRIVES QT,"$5,150","$3,193",Storage,EMC
585,VAULT PACK CX3-80 73GB 15K 4GB NEBS DRIV,"$5,150","$3,193",Storage,EMC
586,1-QSFP DCX8510 ICL 2KM QSFP 1 Pack,"$11,980","$7,907",Storage,EMC
587,VDX-6740 MP-7840 EMC UNIV RACK KIT (EMC OEM Products),$600,$510,Storage,EMC
588,LIC AP7420B FABRIC ROUTER (EMC OEM Products),"$14,500","$12,325",Storage,EMC
589,AP-7600B FABRIC WATCH LICENSE (EMC OEM Products),"$3,900","$3,315",Storage,EMC
590,AP-7600B PERFORMANCE MONITOR LICENSE (EMC OEM Products),"$4,400","$3,740",Storage,EMC
591,AP-7600B ISL TRUNKING LICENSE (EMC OEM Products),"$5,500","$4,675",Storage,EMC
592,BRCD LBL DCX 8GB SHORT WAVE SFPS 8PACK,"$1,400",$924,Storage,EMC
593,BRCD QSFP 40G DIRECT ATTACH 1 METER (EMC OEM Products),$500,$425,Storage,EMC
594,BRCD QSFP 40G DIRECT ATTACH 3 METER (EMC OEM Products),$640,$544,Storage,EMC
595,BRCD QSFP 40G DIRECT ATTACH 5 METER (EMC OEM Products),$800,$680,Storage,EMC
596,BRCD QSFP 40G eSR4 QSFP 300M (EMC OEM Products),"$3,995","$3,396",Storage,EMC
597,BRCD LBL 4x10GbE SR 40G QSFP 1PACK (EMC OEM Products),"$3,995","$3,396",Storage,EMC
598,BRCD 10GBE SFP+ 10K LONG WAVE 1PACK (EMC OEM Products),"$2,200","$1,870",Storage,EMC
599,BRCD 10GBE SFP+ 10K LONG WAVE 8PACK (EMC OEM Products),"$15,500","$13,175",Storage,EMC
600,BRCD LBL SFP 10GbE SW USR OPTIC 1PACK (EMC OEM Products),$450,$383,Storage,EMC
601,BRCD LBL SFP 10GbE SW USR OPTIC 8PACK (EMC OEM Products),"$3,200","$2,720",Storage,EMC
602,BRCD LBL SFP 10GbE ER 40KM OPTIC 1PACK (EMC OEM Products),"$10,000","$8,500",Storage,EMC
603,BRCD LBL 10GB FC 10KM LONG WAVE SFP (EMC OEM Products),"$1,900","$1,615",Storage,EMC
604,BRCD LBL 10GB FC SHORT WAVE SFP (EMC OEM Products),$600,$510,Storage,EMC
605,BRCD 10GBE SFP+ SHORT WAVE 1PACK (EMC OEM Products),$780,$663,Storage,EMC
606,BRCD 10GBE SFP+ SHORT WAVE 8PACK (EMC OEM Products),"$4,400","$3,740",Storage,EMC
607,BRCD LBL 16GB 10KM LONG WAVE SFPS 8PACK,"$33,710","$22,249",Storage,EMC
608,BRCD LBL 16GB 10KM LONG WAVE SFP,"$4,890","$3,227",Storage,EMC
609,BRCD LBL 16GB 25KM LONG WAVE SFP,"$12,500","$8,250",Storage,EMC
610,BRCD LBL 16GB SHORT WAVE SFP,"$1,110",$733,Storage,EMC
611,BRCD LBL 16GB SHORT WAVE SFPS 8PACK,"$7,740","$5,108",Storage,EMC
612,BRCD LBL 1GbE Optical SFP for 7840,$910,$601,Storage,EMC
613,BRSFP 1GBE COP SFP FOR MP-7800B & FX8-24 (EMC OEM Products),$400,$340,Storage,EMC
614,BRCD LBL SFP 1GbE LX OPTIC 1PACK (EMC OEM Products),"$1,089",$926,Storage,EMC
615,BRCD LBL SFP 1GbE LX OPTIC 8PACK (EMC OEM Products),"$8,195","$6,966",Storage,EMC
616,BRCD LBL SFP 1GbE SX OPTIC 8PACK (EMC OEM Products),"$3,740","$3,179",Storage,EMC
617,BRCD LBL QSFP 40GbE LW OPTIC 1PACK (EMC OEM Products),"$24,050","$20,443",Storage,EMC
618,BRCD LBL QSFP 40GbE SW OPTIC 1PACK (EMC OEM Products),"$5,150","$4,378",Storage,EMC
619,BRCD LBL 4GB 10KM LONG WAVE SFP,"$2,300","$1,518",Storage,EMC
620,BRCD LBL 4GB 30KM LONG WAVE SFP,"$4,550","$3,003",Storage,EMC
621,BRCD LBL 4GB 4KM LONG WAVE SFP,"$1,320",$871,Storage,EMC
622,BRCD LBL 4GB SHORT WAVE SFP,$240,$158,Storage,EMC
623,BRCD LBL 4GB SHORT WAVE SFPS 128PACK,"$21,180","$13,979",Storage,EMC
624,BRCD LBL 4GB SHORT WAVE SFPS 8PACK,"$1,450",$957,Storage,EMC
625,BRCD LBL 8GB 10KM LONG WAVE SFPS 8PACK,"$16,500","$10,890",Storage,EMC
626,BRCD 10GBE TWINAX COPPER 3M 8PACK (EMC OEM Products),"$2,100","$1,785",Storage,EMC
627,BRCD 10GBE TWINAX COPPER 5M 1PACK (EMC OEM Products),$400,$340,Storage,EMC
628,BRCD 10GBE TWINAX COPPER 5M 8PACK (EMC OEM Products),"$3,100","$2,635",Storage,EMC
629,CTX MGR CNE SAN Enterprise (EMC OEM Products),"$37,600","$31,960",Storage,EMC
630,CTX MGR CNE SAN Enterprise (EMC OEM Products),"$37,600","$31,960",Storage,EMC
631,CTX MGR CNE SAN Pro Plus (EMC OEM Products),"$15,000","$12,750",Storage,EMC
632,CTX MGR CNE SAN Pro Plus (EMC OEM Products),"$15,000","$12,750",Storage,EMC
633,CTX MGR CNE - ADD IP DATA CTR TO IP BASE (EMC OEM Products),"$34,400","$29,240",Storage,EMC
634,CTX MGR CNE - ADD IP DATA CTR TO IP BASE (EMC OEM Products),"$34,400","$29,240",Storage,EMC
635,CTX MGR CNE IP Data Center (EMC OEM Products),"$36,000","$30,600",Storage,EMC
636,CTX MGR CNE IP BASE (EMC OEM Products),"$4,700","$3,995",Storage,EMC
637,CTX MGR CNE IP BASE (EMC OEM Products),"$4,700","$3,995",Storage,EMC
