Effective Date,Meter Category,Meter Subcategory,Region,Name,Resource ID,Tags,Included Quantities,Minimum Value,AUD,CAD,CHF,DKK,EUR,GBP,INR,JPY,KRW,NOK,NZD,RUB,SEK,TWD,USD
9/1/2017,Networking,ExpressRoute,Zone 2,Unlimited Data - 1 Gbps,4b836326-7e19-46e6-8bce-1b19bb6cd91e,,0,0,9419.0115,8991.5805,6678.4245,46539.693,6236.2035,5511.560055,488781.76875,754290,8874000,60003.7695,11041.4745,462187.5,58207.524,229448.3625,7395
9/1/2017,Azure App Service,,UK South,Isolated Small App Service Hours,0e8d32f2-fa57-4cea-b034-086ddffde2d7,,0,0,0.488489424,0.466321968,0.346356912,2.413644768,0.323422416,0.28584090768,25.3492338,39.11904,460.224,3.111919632,0.572633712,23.97,3.018762624,11.8996668,0.38352
9/1/2017,Storage,Locally Redundant,IN South,Standard Managed Disk/S50 (Units),0509dd1b-6440-4a7e-94aa-4220e262769d,,0,0,88.6902784,84.6655488,62.8846592,438.2220288,58.7206656,51.897356288,4602.41408,7102.464,83558.4,565.0010112,103.9675392,4352,548.0873984,2160.50688,69.632
9/1/2017,Cloud Services,Standard_L16 Cloud Services,AU East,Compute Hours,1e8f6d9f-8b40-4c97-80cc-cff87a290a93,,0,0,2.41646364,2.30680548,1.71336132,11.93983848,1.59990876,1.4140002348,125.3978055,193.5144,2276.64,15.39407052,2.83270932,118.575,14.93324064,58.865373,1.8972
9/1/2017,Virtual Machines,A1 VM (Windows),US Gov AZ,Compute Hours,0896618a-acbd-4570-bb6f-9fdd2bfe4b0d,,0,0,0.089859535,0.085781745,0.063713705,0.44399937,0.059494815,0.05258154995,4.6630904375,7.1961,84.66,0.572449755,0.105338205,4.409375,0.55531316,2.188990125,0.07055
9/1/2017,Virtual Machines,Standard_D1_v2 VM (Windows),BR South,Compute Hours,7a2639ce-ae47-4413-9837-6b4f4b78be3d,,0,0,0.14290914,0.13642398,0.10132782,0.70611948,0.09461826,0.0836236698,7.41599925,11.4444,134.64,0.91040202,0.16752582,7.0125,0.88314864,3.4812855,0.1122
9/1/2017,Cloud Services,Standard_D2 Cloud Services,EU North,Compute Hours,b92dc7a2-b467-4b5c-b880-6776416d7a4b,,0,0,0.27932241,0.26664687,0.19804983,1.38014262,0.18493569,0.1634462637,14.494907625,22.3686,263.16,1.77942213,0.32743683,13.70625,1.72615416,6.80433075,0.2193
9/1/2017,Data Services,SQL Database,UK South,Premium Elastic Database Existence,de330655-17ee-423c-8dde-a1a7ecbd7ee5,,0,0,0.54565308,0.52089156,0.38688804,2.69609256,0.36126972,0.3192903756,28.3156335,43.6968,514.08,3.47608044,0.63964404,26.775,3.37202208,13.292181,0.4284
9/1/2017,Business Analytics,A3 HDInsight,BR South,Compute Hours,0c0f42d3-b620-46ab-9e09-f440e4e773cb,,0,0,0.42223155,0.40307085,0.29937765,2.0862621,0.27955395,0.2470699335,21.910906875,33.813,397.8,2.68982415,0.49496265,20.71875,2.6093028,10.28561625,0.3315
9/1/2017,Cloud Services,Standard_E4_v3 Cloud Services,US West 2,Compute Hours,5c20df0a-a729-45e6-a9f2-947ea5dcae5d,,0,0,0.48719025,0.46508175,0.34543575,2.4072255,0.32256225,0.2850806925,25.281815625,39.015,459,3.10364325,0.57111075,23.90625,3.010734,11.86801875,0.3825
9/1/2017,Storage,Locally Redundant,EU North,Standard Managed Disk/S4 (Units),e85fc914-f84f-4355-a58c-7428ff8d59a4,,0,0,0.83147136,0.79373952,0.58954368,4.10833152,0.55050624,0.4865377152,43.147632,66.5856,783.36,5.29688448,0.97469568,40.8,5.13831936,20.254752,0.6528
9/1/2017,Data Services,SQL Database,AU East,Premium P1 Secondary Active Geo Database Days,d18954a2-31b7-4582-ba7b-fd469a9e9817,,0,0,17.8852954,17.0736678,12.6813302,88.3719228,11.8416186,10.465628978,928.1235425,1432.284,16850.4,113.9381922,20.9661102,877.625,110.5273904,435.688155,14.042
9/1/2017,Virtual Machines,Standard_F8 VM,AU Southeast,Compute Hours,03da3a30-7d9b-4a97-a2cd-bdd130811d16,,0,0,0.56514069,0.53949483,0.40070547,2.79238158,0.37417221,0.3306936033,29.326906125,45.2574,532.44,3.60022617,0.66248847,27.73125,3.49245144,13.76690175,0.4437
9/1/2017,Cache,Azure Redis Cache,KR Central,Standard C1 (Hours),c712002a-0399-41ce-9526-d87679b517f7,,0,0,0.19271081,0.18396567,0.13663903,0.95219142,0.12759129,0.1127652517,10.000362625,15.4326,181.56,1.22766333,0.22590603,9.45625,1.19091256,4.69446075,0.1513
9/1/2017,Data Services,Azure Database for MySQL,US West,Basic Compute Unit,33fd6e5f-cabe-49d0-ae40-7762561cdfff,,0,0,0.00057380185,0.00054776295,0.00040684655,0.0028351767,0.00037990665,0.0003357617045,0.029776360625,0.045951,0.5406,0.00365540205,0.00067264155,0.02815625,0.0035459756,0.01397788875,0.0004505
9/1/2017,Virtual Machines,Standard_A2m_v2 VM,EU West,Compute Hours,152ccd59-845b-44d7-9a05-5b0af2d501a6,,0,0,0.13424798,0.12815586,0.09518674,0.66332436,0.08888382,0.0785555686,6.96654475,10.7508,126.48,0.85522614,0.15737274,6.5875,0.82962448,3.2702985,0.1054
9/1/2017,Virtual Machines,Standard_A8m_v2 VM,US West Central,Compute Hours,dd274564-0f9e-49a7-964b-31dca4919115,,0,0,0.56730598,0.54156186,0.40224074,2.80308036,0.37560582,0.3319606286,29.43926975,45.4308,534.48,3.61402014,0.66502674,27.8375,3.50583248,13.8196485,0.4454
9/1/2017,Data Services,DocumentDB,CA East,S1 DocumentDB Hours,d9c3a20e-e4af-4989-ba38-38e5f263d673,,0,0,0.040057865,0.038240055,0.028402495,0.19792743,0.026521785,0.02343996805,2.0787270625,3.2079,37.74,0.255188445,0.046957995,1.965625,0.24754924,0.975814875,0.03145
9/1/2017,Cloud Services,A5 Cloud Services,US Central,Compute Hours,e326f0f7-e9c7-4ece-8fb1-c85cd05021eb,,0,0,0.37892575,0.36173025,0.26867225,1.8722865,0.25088175,0.2217294275,19.663634375,30.345,357,2.41394475,0.44419725,18.59375,2.341682,9.23068125,0.2975
9/1/2017,Cognitive Services,Text Analytics,,"Standard S4 Overage (in 1,000s)",2a5336a7-5168-4959-994c-f56df612d151,,0,0,0.27066125,0.25837875,0.19190875,1.3373475,0.17920125,0.1583781625,14.045453125,21.675,255,1.72424625,0.31728375,13.28125,1.67263,6.59334375,0.2125
9/1/2017,Data Services,Machine Learning,,Standard S1 Overage API Compute Hours,842f92f7-a46b-4522-ac62-8134271dc591,,0,0,2.16529,2.06703,1.53527,10.69878,1.43361,1.2670253,112.363625,173.4,2040,13.79397,2.53827,106.25,13.38104,52.74675,1.7
9/1/2017,Data Services,Azure Database for MySQL,KR South,Standard Compute Unit,9f425310-d9ea-4f5d-aba8-51ae483cc04d,,0,0,0.00105449623,0.00100664361,0.00074767649,0.00521030586,0.00069816807,0.0006170413211,0.054721085375,0.0844458,0.99348,0.00671766339,0.00123613749,0.05174375,0.00651656648,0.02568766725,0.0008279
9/1/2017,Data Services,SQL Database,IN Central,Standard S4 Database Days,c1d03ac1-bd3f-4b1e-b17f-064a4f92914d,,0,0,11.985962795,11.442044565,8.498487085,59.22309669,7.935748155,7.01361854815,621.9888461875,959.8557,11292.42,76.356520935,14.050593585,588.146875,74.07074692,291.979634625,9.41035
9/1/2017,Data Services,SQL Database,US Gov AZ,Prem PRS16 DB Days,3df44fc2-5f0b-41b0-befc-468f87ea47a4,,0,0,217.931025275,208.041401925,154.521087325,1076.80546005,144.289262475,127.52292888175,11309.1179471875,17452.2765,205320.9,1388.328595575,255.470529825,10693.796875,1346.7682234,5308.828520625,171.10075
9/1/2017,Business Analytics,D2 HDInsight,BR South,Compute Hours,f77e0007-79bb-4084-ad1d-e032332ca0de,,0,0,0.37892575,0.36173025,0.26867225,1.8722865,0.25088175,0.2217294275,19.663634375,30.345,357,2.41394475,0.44419725,18.59375,2.341682,9.23068125,0.2975
9/1/2017,Data Management,Locally Redundant,US West Central,"Archive Block Blob Write Operations (in 10,000s)",e7e296de-2321-4a47-b494-1a758005e7b5,,0,0,0.3247935,0.3100545,0.2302905,1.604817,0.2150415,0.190053795,16.85454375,26.01,306,2.0690955,0.3807405,15.9375,2.007156,7.9120125,0.255
9/1/2017,Cloud Services,A2 Cloud Services,US East,Compute Hours,67d2bbb3-964e-446b-888b-0e8f0c586f21,,0,0,0.1732232,0.1653624,0.1228216,0.8559024,0.1146888,0.101362024,8.98909,13.872,163.2,1.1035176,0.2030616,8.5,1.0704832,4.21974,0.136
9/1/2017,Virtual Machines,Standard_D4_v2 VM,US East 2,Compute Hours,95c1589b-4a62-4fff-aeb0-bb17d0098c9e,,0,0,0.49585141,0.47334987,0.35157683,2.45002062,0.32829669,0.2901487937,25.731270125,39.7086,467.16,3.15881913,0.58126383,24.33125,3.06425816,12.07900575,0.3893
9/1/2017,Storage,Block Blob,Azure Stack,Storage,8a913f38-33b4-4772-9488-e89522fc09e5,,0,0,8.66116E-06,8.26812E-06,6.14108E-06,4.279512E-05,5.73444E-06,5.0681012E-06,0.0004494545,0.0006936,0.00816,5.517588E-05,1.015308E-05,0.000425,5.352416E-05,0.000210987,6.8E-06
9/1/2017,Virtual Machines,Standard_D5_v2 VM (Windows),US South Central,Compute Hours,cdb250c1-4706-49e0-93f4-941a627bde51,,0,0,2.02671144,1.93474008,1.43701272,10.01405808,1.34185896,1.1859356808,105.172353,162.3024,1909.44,12.91115592,2.37582072,99.45,12.52465344,49.370958,1.5912
9/1/2017,Visual Studio,Team Services,,Users,daf52501-330a-4a7a-a88a-cf85ed40988f,,0,0,6.49587,6.20109,4.60581,32.09634,4.30083,3.8010759,337.090875,520.2,6120,41.38191,7.61481,318.75,40.14312,158.24025,5.1
9/1/2017,Visual Studio,Team Services,,Users,daf52501-330a-4a7a-a88a-cf85ed40988f,,0,5,8.66116,8.26812,6.14108,42.79512,5.73444,5.0681012,449.4545,693.6,8160,55.17588,10.15308,425,53.52416,210.987,6.8
9/1/2017,Visual Studio,Team Services,,Users,daf52501-330a-4a7a-a88a-cf85ed40988f,,0,95,6.49587,6.20109,4.60581,32.09634,4.30083,3.8010759,337.090875,520.2,6120,41.38191,7.61481,318.75,40.14312,158.24025,5.1
9/1/2017,Visual Studio,Team Services,,Users,daf52501-330a-4a7a-a88a-cf85ed40988f,,0,995,4.33058,4.13406,3.07054,21.39756,2.86722,2.5340506,224.72725,346.8,4080,27.58794,5.07654,212.5,26.76208,105.4935,3.4
9/1/2017,Azure App Service,,AP Southeast,Isolated Large App Service Hours,530f90a9-ab31-40a9-9733-989661aa5f23,,0,0,1.953957696,1.865287872,1.385427648,9.654579072,1.293689664,1.14336363072,101.3969352,156.47616,1840.896,12.447678528,2.290534848,95.88,12.075050496,47.5986672,1.53408
9/1/2017,Azure App Service,,EU North,Isolated Large App Service Hours,b36a685f-ec46-4cdb-9d4d-243882315eee,,0,0,1.872542792,1.787567544,1.327701496,9.252304944,1.239785928,1.09572347944,97.1720629,149.95632,1764.192,11.929025256,2.195095896,91.885,11.571923392,45.6153894,1.47016
9/1/2017,Business Analytics,HDInsight Storage,IN Central,Premium Managed Disk/P30 (Units),041b9704-e167-440e-98d6-fdc6fafc8493,,0,0,73.17597555,69.85527885,51.88444965,361.5652701,48.44884995,42.8191200135,3797.328706875,5860.053,68941.8,466.16721615,85.78083465,3590.71875,452.2122468,1782.57641625,57.4515
9/1/2017,Virtual Machines,A0 VM,US East,Compute Hours,8be390a3-b121-4937-bc0c-67776102ae5d,,0,0,0.0216529,0.0206703,0.0153527,0.1069878,0.0143361,0.012670253,1.12363625,1.734,20.4,0.1379397,0.0253827,1.0625,0.1338104,0.5274675,0.017
9/1/2017,App Service,,Azure Stack,App,190c935e-9ada-48ff-9ab8-56ea1cf9adaa,,0,0,0.061061178,0.058290246,0.043294614,0.301705596,0.040427802,0.03573011346,3.168654225,4.88988,57.528,0.388989954,0.071579214,2.99625,0.377345328,1.48745835,0.04794
9/1/2017,Virtual Machines,Standard_D14_v2 VM_Promo (Windows),US Gov AZ,Compute Hours,3330419e-37b4-44a8-8475-a02e73309f93,,0,0,2.179364385,2.080465695,1.545249255,10.76832207,1.442928465,1.27526096445,113.0939885625,174.5271,2053.26,13.883630805,2.554768755,106.940625,13.46801676,53.089603875,1.71105
9/1/2017,Virtual Machines,Standard_H16mr VM (Windows),US East,Compute Hours,e9ac7c59-f110-49a5-8711-7382750ec1d4,,0,0,5.596192005,5.342239035,3.967905315,27.65099691,3.705165045,3.27462688785,290.4037888125,448.1523,5272.38,35.650515465,6.560158815,274.603125,34.58329788,136.323975375,4.39365
9/1/2017,Virtual Machines,Standard_F8 VM (Windows),US West,Compute Hours,e5c6983e-1748-4a89-8f6d-8a28a3db7f64,,0,0,0.93757057,0.89502399,0.66477191,4.63257174,0.62075313,0.5486219549,48.653449625,75.0822,883.32,5.97278901,1.09907091,46.00625,5.79399032,22.83934275,0.7361
9/1/2017,Networking,Basic Application Gateway (Small),US East,Application Gateway Hours,fdad599c-0589-42c4-8f8b-011e214baffa,,0,0,0.027066125,0.025837875,0.019190875,0.13373475,0.017920125,0.01583781625,1.4045453125,2.1675,25.5,0.172424625,0.031728375,1.328125,0.167263,0.659334375,0.02125
9/1/2017,Networking,ExpressRoute,Zone 3,Unlimited Data - 2 Gbps,21c04ef6-9fa3-42ad-898c-0dd240dca24c,,0,0,18838.023,17983.161,13356.849,93079.386,12472.407,11023.12011,977563.5375,1508580,17748000,120007.539,22082.949,924375,116415.048,458896.725,14790
9/1/2017,Virtual Machines,BASIC.A0 VM (Windows),JA West,Compute Hours,43d8ab6b-6aed-4019-b83d-fe4d0c449ce2,,0,0,0.0185132295,0.0176731065,0.0131265585,0.091474569,0.0122573655,0.010833066315,0.96070899375,1.48257,17.442,0.1179384435,0.0217022085,0.9084375,0.114407892,0.4509847125,0.014535
9/1/2017,Virtual Machines,Standard_H16r VM (Windows),US South Central,Compute Hours,bcf06b41-75d0-4c10-8dee-c8eca7a99e8f,,0,0,3.8325633,3.6586431,2.7174279,18.9368406,2.5374897,2.242634781,198.88361625,306.918,3610.8,24.4153269,4.4927379,188.0625,23.6844408,93.3617475,3.009
9/1/2017,Virtual Machines,Standard_A8_v2 VM (Windows),US East 2,Compute Hours,16c0c4dc-bc13-43b4-a965-686543a0bb06,,0,0,0.649587,0.620109,0.460581,3.209634,0.430083,0.38010759,33.7090875,52.02,612,4.138191,0.761481,31.875,4.014312,15.824025,0.51
9/1/2017,Data Services,SQL Database,,Premium P11 Secondary Active Geo Database Days,76dfe260-5cbf-4df7-a887-3197b1c1d94c,,0,0,244.47206745,233.37802215,173.33965935,1207.9457559,161.86173705,143.0534914965,12686.415080625,19577.727,230326.2,1557.40818285,286.58337435,11996.15625,1510.7863212,5955.37180875,191.9385
9/1/2017,Virtual Machines,Standard_D4_v2 VM_Promo,US East,Compute Hours,69b2dd0b-5ea4-40da-be06-9cf94930ba7a,,0,0,0.433058,0.413406,0.307054,2.139756,0.286722,0.25340506,22.472725,34.68,408,2.758794,0.507654,21.25,2.676208,10.54935,0.34
9/1/2017,Data Services,Azure Database for Postgres,CA Central,Standard Compute Unit,ddd91e13-a551-477a-a463-e944abf13b88,,0,0,0.00116276073,0.00110999511,0.00082443999,0.00574524486,0.00076984857,0.0006803925861,0.060339266625,0.0931158,1.09548,0.00740736189,0.00136305099,0.05705625,0.00718561848,0.02832500475,0.0009129
9/1/2017,Storage,Locally Redundant,AU East,Standard Managed Disk/S4 (Units),973dcef7-0cbf-419a-91a8-cd74ce67b517,,0,0,1.330354176,1.269983232,0.943269888,6.573330432,0.880809984,0.77846034432,69.0362112,106.53696,1253.376,8.475015168,1.559513088,65.28,8.221310976,32.4076032,1.04448
9/1/2017,Virtual Machines,Standard_D13_v2 VM_Promo,US Central,Compute Hours,04cb3d9e-797d-4c9a-956b-a65e48167f2f,,0,0,0.633347325,0.604606275,0.449066475,3.12939315,0.419330925,0.37060490025,32.8663603125,50.7195,596.7,4.034736225,0.742443975,31.078125,3.9139542,15.428424375,0.49725
9/1/2017,Virtual Machines,Java Development Environment (4 core),,Compute Hours,53cc0061-0fe2-4249-bf62-e1008c811f5c,Third Party,0,0,0.407584,0.389088,0.288992,2.013888,0.269856,0.23849888,21.1508,32.64,384,2.596512,0.477792,20,2.518784,9.9288,0.32
9/1/2017,Storage,Locally Redundant,USGov,Standard Managed Disk/S40 (Units),80b448cd-d4ae-4e24-9603-e98323663a0c,,0,0,48.77362711793,46.56029929551,34.58228990359,240.99234113526,32.29237634337,28.5400198269901,2531.01503603163,3905.8726278,45951.44268,310.71216754149,57.17508255459,2393.30430625,301.41082968568,1188.13198979475,38.2928689
9/1/2017,Media,Media Services,UK South,Redactor S3,53d5b8f3-f279-4d08-8703-ed44b448398f,,0,0,0.16456204,0.15709428,0.11668052,0.81310728,0.10895436,0.0962939228,8.5396355,13.1784,155.04,1.04834172,0.19290852,8.075,1.01695904,4.008753,0.1292
9/1/2017,Media,Media Services,UK South,Redactor S3,53d5b8f3-f279-4d08-8703-ed44b448398f,,0,50000,0.1531942675,0.1462423725,0.1086203525,0.756938685,0.1014279075,0.089642039975,7.94972646875,12.26805,144.33,0.9759233775,0.1795826025,7.5171875,0.94670858,3.7318325625,0.120275
9/1/2017,Media,Media Services,UK South,Redactor S3,53d5b8f3-f279-4d08-8703-ed44b448398f,,0,1000000,0.133165335,0.127122345,0.094419105,0.65797497,0.088167015,0.07792205595,6.9103629375,10.6641,125.46,0.848329155,0.156103605,6.534375,0.82293396,3.243925125,0.10455
9/1/2017,Virtual Machines,A5 VM (Windows),US Gov AZ,Compute Hours,3c73cc60-2909-49da-b71c-af623334c0f4,,0,0,0.295562085,0.282149595,0.209564355,1.46038347,0.195687765,0.17294895345,15.3376348125,23.6691,278.46,1.882876905,0.346473855,14.503125,1.82651196,7.199931375,0.23205
9/1/2017,Data Services,SQL Database,UK South,Premium Elastic DTU Pack,4fd45738-9a0e-4a95-b4d1-b81809af9f1e,,0,0,0.243595125,0.232540875,0.172717875,1.20361275,0.161281125,0.14254034625,12.6409078125,19.5075,229.5,1.551821625,0.285555375,11.953125,1.505367,5.934009375,0.19125
9/1/2017,Data Services,SQL Database,BR South,Premium Elastic DTU Pack,acc6e3ce-2e13-4b31-8c10-6cbea9cdcea8,,0,0,0.236882726,0.226133082,0.167958538,1.170446532,0.156836934,0.13861256782,12.292580575,18.96996,223.176,1.509060318,0.277686738,11.62375,1.463885776,5.77049445,0.18598
9/1/2017,Data Services,SQL Database,USGov,Standard S0 Secondary Database Days,8f2a99dd-5766-4688-b511-d113a50b4072,,0,0,0.48719025,0.46508175,0.34543575,2.4072255,0.32256225,0.2850806925,25.281815625,39.015,459,3.10364325,0.57111075,23.90625,3.010734,11.86801875,0.3825
9/1/2017,Cloud Services,A5 Cloud Services,AU Southeast,Compute Hours,924b9bcb-9cb4-431c-ad2a-eefd5c74c894,,0,0,0.377843105,0.360696735,0.267904615,1.86693711,0.250164945,0.22109591485,19.6074525625,30.2583,355.98,2.407047765,0.442928115,18.540625,2.33499148,9.204307875,0.29665
9/1/2017,Data Management,,AU Southeast,"Archive Block Blob Read Operations (in 10,000s)",9d6f23df-243d-4e4c-9d7f-1b031f0e1175,,0,0,0.16239675,0.15502725,0.11514525,0.8024085,0.10752075,0.0950268975,8.427271875,13.005,153,1.03454775,0.19037025,7.96875,1.003578,3.95600625,0.1275
9/1/2017,Virtual Machines,Standard_D5_v2 VM Low Priority (Windows),,Compute Hours,e6975f93-2e0a-463f-9531-84081614fd4d,,0,0,0.8011573,0.7648011,0.5680499,3.9585486,0.5304357,0.468799361,41.57454125,64.158,754.8,5.1037689,0.9391599,39.3125,4.9509848,19.5162975,0.629
9/1/2017,Networking,Basic Application Gateway (Large),US Gov TX,Data Processed (GB),a824757a-529c-4227-bdbb-7d5a4b655986,,40960,0,0.004763638,0.004547466,0.003377594,0.023537316,0.003153942,0.00278745566,0.247199975,0.38148,4.488,0.030346734,0.005584194,0.23375,0.029438288,0.11604285,0.00374
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,0,0.135547154,0.129396078,0.096107902,0.669743628,0.089743986,0.07931578378,7.033962925,10.85484,127.704,0.863502522,0.158895702,6.65125,0.837653104,3.30194655,0.10642
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,1024,0.125803349,0.120094443,0.089199187,0.621599118,0.083292741,0.07361416993,6.5283266125,10.07454,118.524,0.801429657,0.147473487,6.173125,0.777438424,3.064586175,0.09877
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,51200,0.1161678085,0.1108961595,0.0823672355,0.573989547,0.0769131765,0.067975907345,6.02830848125,9.30291,109.446,0.7400464905,0.1361781855,5.7003125,0.717892796,2.8298631375,0.091205
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,512000,0.1064240035,0.1015945245,0.0754585205,0.525845037,0.0704619315,0.062274293495,5.52267216875,8.52261,100.266,0.6779736255,0.1247559705,5.2221875,0.657678116,2.5925027625,0.083555
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,1024000,0.0871529225,0.0831979575,0.0617946175,0.430625895,0.0577028025,0.050997768325,4.52263590625,6.97935,82.11,0.5552072925,0.1021653675,4.2765625,0.53858686,2.1230566875,0.068425
9/1/2017,Storage,Read-Access Geo Redundant,AU East,Standard IO - Table/ Queue (GB),181926d5-204b-464a-b9e6-4d80ea4ef552,,0,5120000,0.071671099,0.068418693,0.050817437,0.354129618,0.047452491,0.04193853743,3.7192359875,5.73954,67.524,0.456580407,0.084016737,3.516875,0.442912424,1.745917425,0.05627
9/1/2017,Storage,Locally Redundant,US East 2,Standard Managed Disk/S15 (Units),acb09be1-9b94-4816-b1b9-331672a0408a,,0,0,6.13210128,5.85382896,4.34788464,30.29894496,4.05998352,3.5882156496,318.213786,491.0688,5777.28,39.06452304,7.18838064,300.9,37.89510528,149.378796,4.8144
9/1/2017,Data Services,SQL Database,US Gov TX,Prem PRS15 DB Days,090cfef3-492c-4a00-b5bb-c11bc1bf9cf9,,0,0,174.34482022,166.43312154,123.61686986,861.44436804,115.43140998,102.0183431054,9047.29435775,13961.8212,164256.72,1110.66287646,204.37642386,8555.0375,1077.41457872,4247.0628165,136.8806
9/1/2017,Business Analytics,D5 HDInsight (Non-Windows),CA Central,Compute Hours,28cea04e-3479-41d5-bcec-97c3f51d356b,,0,0,3.229530035,3.082975245,2.289855205,15.95723037,2.138229315,1.88976823495,167.5903466875,258.6261,3042.66,20.573706255,3.785829705,158.471875,19.95782116,78.671777625,2.53555
9/1/2017,Data Services,Cosmos DB,US West,Requests Per Minute (1000),47b5ef84-bf0c-46c3-a08a-3c8b613e7e74,,0,0,0.00291014976,0.00277808832,0.00206340288,0.01437916032,0.00192677184,0.0017028820032,0.151016712,0.2330496,2.74176,0.01853909568,0.00341143488,0.1428,0.01798411776,0.070891632,0.0022848
9/1/2017,Storage,Locally Redundant,AU East,Premium Storage - Page Blob/P40 (Units),d029fd9b-451c-4969-aa3e-2c940447e493,,0,0,280.4545318765,267.7276166355,198.8525459195,1385.736477123,185.6852529885,164.108727878105,14553.6569463312,22459.26219,264226.614,1786.6343072145,328.7639644695,13761.8028125,1733.150436764,6831.9093882375,220.188845
9/1/2017,Virtual Machines,Standard_D1_v2 VM (Windows),JA West,Compute Hours,2d340261-41db-4be1-9426-dc9784f29e48,,0,0,0.15806617,0.15089319,0.11207471,0.78101094,0.10465353,0.0924928469,8.202544625,12.6582,148.92,1.00695981,0.18529371,7.75625,0.97681592,3.85051275,0.1241
9/1/2017,Virtual Machines,A6 VM,US Gov TX,Compute Hours,100263d1-6720-476e-ae97-c6d36f98837e,,0,0,0.434140645,0.414439515,0.307821635,2.14510539,0.287438805,0.25403857265,22.5289068125,34.7667,409.02,2.765690985,0.508923135,21.303125,2.68289852,10.575723375,0.34085
9/1/2017,Storage,Read-Access Geo Redundant,US East,Archive Block Blob (GB),4bec2ff1-cb47-413c-9537-1037c463c716,,0,0,0.003247935,0.003100545,0.002302905,0.01604817,0.002150415,0.00190053795,0.1685454375,0.2601,3.06,0.020690955,0.003807405,0.159375,0.02007156,0.079120125,0.00255
9/1/2017,Data Services,SQL Database,AU East,Prem PRS4 Sec Active Geo DB Days,e19882d7-94ff-42bf-b239-60b4e3180e89,,0,0,17.9800268375,17.1641003625,12.7484982625,88.839994425,11.9043390375,10.521061334875,933.03945109375,1439.87025,16939.65,114.5416783875,21.0771595125,882.2734375,111.1128109,437.9958253125,14.116375
9/1/2017,Networking,ExpressRoute,Zone 1,Premium Unlimited Data - 200 Mbps,ff705a8d-5eb0-4327-9d2f-6df6a097dcea,,0,0,1407.4385,1343.5695,997.9255,6954.207,931.8465,823.566445,73036.35625,112710,1326000,8966.0805,1649.8755,69062.5,8697.676,34285.3875,1105
9/1/2017,Business Analytics,A1 HDInsight,IN Central,Compute Hours,4972d6a2-b3c5-4f67-a67c-46c0396366fb,,0,0,0.10609921,0.10128447,0.07522823,0.52424022,0.07024689,0.0620842397,5.505817625,8.4966,99.96,0.67590453,0.12437523,5.20625,0.65567096,2.58459075,0.0833
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,0,0.057163656,0.054569592,0.040531128,0.282447792,0.037847304,0.03344946792,2.9663997,4.57776,53.856,0.364160808,0.067010328,2.805,0.353259456,1.3925142,0.04488
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,1024,0.05629754,0.05374278,0.03991702,0.27816828,0.03727386,0.0329426578,2.92145425,4.5084,53.04,0.35864322,0.06599502,2.7625,0.34790704,1.3714155,0.0442
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,51200,0.055214895,0.052709265,0.039149385,0.27281889,0.036557055,0.03230914515,2.8652724375,4.4217,52.02,0.351746235,0.064725885,2.709375,0.34121652,1.345042125,0.04335
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,512000,0.054348779,0.051882453,0.038535277,0.268539378,0.035983611,0.03180233503,2.8203269875,4.35234,51.204,0.346228647,0.063710577,2.666875,0.335864104,1.323943425,0.04267
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,1024000,0.0533743985,0.0509522895,0.0378444055,0.263724927,0.0353384865,0.031232173645,2.76976335625,4.27431,50.286,0.3400213605,0.0625683555,2.6190625,0.329842636,1.3002073875,0.041905
9/1/2017,Storage,Geo Redundant,AU Southeast,Standard IO - Block Blob (GB),0056d2a6-4f43-4e2f-9cd0-0bf3cd49e45d,,0,5120000,0.0533743985,0.0509522895,0.0378444055,0.263724927,0.0353384865,0.031232173645,2.76976335625,4.27431,50.286,0.3400213605,0.0625683555,2.6190625,0.329842636,1.3002073875,0.041905
